,Description,Category,Duration (seconds),URL
1645,"Charing Cross Station, general station atmosphere. (Charing Cross, London.) (British Rail Southern Region.)",,363,http://bbcsfx.acropolis.org.uk/assets/07013114.wav
1646,Chasing gold rings.,,55,http://bbcsfx.acropolis.org.uk/assets/07011141.wav
1647,Chatter,,29,http://bbcsfx.acropolis.org.uk/assets/00008024.wav
1648,Chatter & footsteps,,29,http://bbcsfx.acropolis.org.uk/assets/00008022.wav
1649,chatter - 6000 people - exterior,,29,http://bbcsfx.acropolis.org.uk/assets/0009020.wav
1650,chatter - audience murmur,,29,http://bbcsfx.acropolis.org.uk/assets/0009021.wav
1651,chatter - chattering,,29,http://bbcsfx.acropolis.org.uk/assets/0009022.wav
1652,chatter - cheers and applause,,30,http://bbcsfx.acropolis.org.uk/assets/0009023.wav
1653,chatter - conference applause,,29,http://bbcsfx.acropolis.org.uk/assets/0009024.wav
1654,chatter - conference atmos,,29,http://bbcsfx.acropolis.org.uk/assets/0009025.wav
1655,chatter - press conference - snappers - presser,,30,http://bbcsfx.acropolis.org.uk/assets/0009026.wav
1656,chatter - pub chatter 20-30 people,,29,http://bbcsfx.acropolis.org.uk/assets/0009027.wav
1657,chatter - pub chatter 70 people,,29,http://bbcsfx.acropolis.org.uk/assets/0009028.wav
1658,"Chatter and footsteps on gravel, animated.",,150,http://bbcsfx.acropolis.org.uk/assets/07017002.wav
1659,Chatter and footsteps on gravel.,,187,http://bbcsfx.acropolis.org.uk/assets/07017001.wav
1660,"Chatter at close of protest meeting. (6000 people, recorded outdoors in England.)",,96,http://bbcsfx.acropolis.org.uk/assets/07017038.wav
1661,Chatter in Lincoln pub.,,370,http://bbcsfx.acropolis.org.uk/assets/07005182.wav
1662,Chatter(politicians),,29,http://bbcsfx.acropolis.org.uk/assets/00008023.wav
1663,"Chatter, Victorian gentry, 25 people in polite conversation. (Victorian gentry)",,392,http://bbcsfx.acropolis.org.uk/assets/07018058.wav
1664,"Chatter, Victorian gentry, fifteen men in conversation.",,375,http://bbcsfx.acropolis.org.uk/assets/07018059.wav
1665,Cheerful chatter from seven men aged 20-25 years.,,186,http://bbcsfx.acropolis.org.uk/assets/07018043.wav
1666,Cheerful chatter.,,186,http://bbcsfx.acropolis.org.uk/assets/07017004.wav
1667,"Cheering, 50 people, 20-30 years old. (Interior.)",,16,http://bbcsfx.acropolis.org.uk/assets/07018049.wav
1668,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,36,http://bbcsfx.acropolis.org.uk/assets/07017046.wav
1669,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,27,http://bbcsfx.acropolis.org.uk/assets/07017045.wav
1670,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,17,http://bbcsfx.acropolis.org.uk/assets/07017044.wav
1671,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,16,http://bbcsfx.acropolis.org.uk/assets/07017043.wav
1672,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,13,http://bbcsfx.acropolis.org.uk/assets/07017039.wav
1673,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,17,http://bbcsfx.acropolis.org.uk/assets/07017037.wav
1674,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,18,http://bbcsfx.acropolis.org.uk/assets/07017036.wav
1675,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,12,http://bbcsfx.acropolis.org.uk/assets/07017035.wav
1676,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,14,http://bbcsfx.acropolis.org.uk/assets/07017031.wav
1677,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,15,http://bbcsfx.acropolis.org.uk/assets/07017030.wav
1678,"Cheers and applause at protest meeting. (6000 people, recorded outdoors in England.)",,17,http://bbcsfx.acropolis.org.uk/assets/07017029.wav
1679,Cheers for the Queen,,29,http://bbcsfx.acropolis.org.uk/assets/00008025.wav
1680,"Cheers, applause and whistles at protest meeting. (6000 people, recorded outdoors in England.)",,29,http://bbcsfx.acropolis.org.uk/assets/07017042.wav
1681,"Cheers, applause and whistles at protest meeting. (6000 people, recorded outdoors in England.)",,23,http://bbcsfx.acropolis.org.uk/assets/07017041.wav
1682,"Cheers, applause and whistles at protest meeting. (6000 people, recorded outdoors in England.)",,27,http://bbcsfx.acropolis.org.uk/assets/07017040.wav
1683,"Cheltenham Race Course, end of Cheltenham Gold Cup race. (Steeplechasing.)",,115,http://bbcsfx.acropolis.org.uk/assets/07016271.wav
1684,"Cheltenham Race Course, general course atmosphere beteween races. (Steeplechasing.)",,373,http://bbcsfx.acropolis.org.uk/assets/07016272.wav
1685,"Cheltenham Race Course, general course atmosphere with P.A system. (Steeplechasing.)",,177,http://bbcsfx.acropolis.org.uk/assets/07016273.wav
1686,"Cheltenham Race Course, general course atmosphere. (No P.A. system.) (Steeplechasing.)",,197,http://bbcsfx.acropolis.org.uk/assets/07016274.wav
1687,"Cheltenham Race Course, horses jumping fence. (Steeplechasing.)",,32,http://bbcsfx.acropolis.org.uk/assets/07016270.wav
1688,"Cheltenham Race Course, horses jumping fence. (Steeplechasing.)",,31,http://bbcsfx.acropolis.org.uk/assets/07016269.wav
1689,"Cheltenham Race Course, horses jumping fence. (Steeplechasing.)",,20,http://bbcsfx.acropolis.org.uk/assets/07016268.wav
1690,"Cheltenham Race Course, horses jumping fence. (Steeplechasing.)",,21,http://bbcsfx.acropolis.org.uk/assets/07016267.wav
1691,"Cheltenham Race Course, horses jumping fence. (Steeplechasing.)",,30,http://bbcsfx.acropolis.org.uk/assets/07016266.wav
1692,"Cheltenham Race Course, Starter's voice & horses away, with P.A. system. (Steeplechasing.)",,23,http://bbcsfx.acropolis.org.uk/assets/07016265.wav
1693,"Cheltenham Race Course, Starter's voice & horses away. (Steeplechasing.)",,19,http://bbcsfx.acropolis.org.uk/assets/07016264.wav
1694,"Cheltenham Race Course, starting tape & horses away. (Steeplechasing.)",,22,http://bbcsfx.acropolis.org.uk/assets/07016263.wav
1695,"Cheltenham Race Course, starting tape & horses away. (Steeplechasing.)",,15,http://bbcsfx.acropolis.org.uk/assets/07016262.wav
1696,"Cheltenham Race Course, starting tape. (Steeplechasing.)",,7,http://bbcsfx.acropolis.org.uk/assets/07016261.wav
1697,Chemical computer. (Specially created effect),,99,http://bbcsfx.acropolis.org.uk/assets/07005135.wav
1698,Chickens in yard.,,61,http://bbcsfx.acropolis.org.uk/assets/07042118.wav
1699,"Chieftain Main Battle Tank, exterior, approach & stop. (Diesel engined tank.)",,32,http://bbcsfx.acropolis.org.uk/assets/07014079.wav
1700,"Chieftain Main Battle Tank, exterior, pass on hard surface. (Diesel engined tank.)",,20,http://bbcsfx.acropolis.org.uk/assets/07014078.wav
1701,"Chieftain Main Battle Tank, exterior, pass on soft surface. (Diesel engined tank.)",,40,http://bbcsfx.acropolis.org.uk/assets/07014077.wav
1702,"Chieftain Main Battle Tank, exterior, start & depart. (Diesel engined tank.)",,37,http://bbcsfx.acropolis.org.uk/assets/07014076.wav
1703,"Chieftain Main Battle Tank, exterior, start, run, stop. (Diesel engined tank, recorded from turret top.)",,155,http://bbcsfx.acropolis.org.uk/assets/07014075.wav
1704,"Chieftain Main Battle Tank, exterior, turning, mid-distance perspective. (Diesel engined tank.)",,29,http://bbcsfx.acropolis.org.uk/assets/07014080.wav
1705,"Chieftain Main Battle Tank, interior, start, run, stop. (Diesel engined tank.)",,227,http://bbcsfx.acropolis.org.uk/assets/07014074.wav
1706,"Chieftain Tank, firing armour piercing round. (Close perspective.)",,10,http://bbcsfx.acropolis.org.uk/assets/07043208.wav
1707,"Chieftain Tank, firing armour piercing round. (Recorded close to recieving end.)",,8,http://bbcsfx.acropolis.org.uk/assets/07043209.wav
1708,"Chieftain Tank, firing four High Explosive Squash Head (HESH) rounds. (Close perspective.)",,53,http://bbcsfx.acropolis.org.uk/assets/07043210.wav
1709,"Chieftain Tank, firing machine guns & shells while moving. (Close perspective.)",,74,http://bbcsfx.acropolis.org.uk/assets/07043212.wav
1710,"Chieftain Tank, firing machine guns & shells while moving. (Distant perspective.)",,40,http://bbcsfx.acropolis.org.uk/assets/07043213.wav
1711,"Chieftain Tank, firing three High Explosive Squash Head (HESH) rounds. (Distant perspective.)",,28,http://bbcsfx.acropolis.org.uk/assets/07043211.wav
1712,"Chieftain Tank, firing two rounds of 105mm shells.",,8,http://bbcsfx.acropolis.org.uk/assets/07043206.wav
1713,"Chieftain Tank, firing two rounds of 105mm shells. (Middle-distant perspective.)",,6,http://bbcsfx.acropolis.org.uk/assets/07043207.wav
1714,"Chieftain Tank, interior atmosphere (mainly the noise of air conditioning for on board computer).",,82,http://bbcsfx.acropolis.org.uk/assets/07043227.wav
1715,"Chiffchaff singing, with distant Bullfinch, Wren & Sheep on slightly windy day.",,158,http://bbcsfx.acropolis.org.uk/assets/07042026.wav
1716,"Chiffchaff, with wren, other chiffchaffs and song thrush in distance.",,146,http://bbcsfx.acropolis.org.uk/assets/07045003.wav
1717,"Child through turnstile - 3d fare inserted, one-man operated red Central bus.",,7,http://bbcsfx.acropolis.org.uk/assets/07046003.wav
1718,Child's 3d fare (several times) in Auto slot MK.2 on Green country buses.,,32,http://bbcsfx.acropolis.org.uk/assets/07046001.wav
1719,children - playground,,29,http://bbcsfx.acropolis.org.uk/assets/0009029.wav
1720,children - playing,,29,http://bbcsfx.acropolis.org.uk/assets/0009030.wav
1721,Children and clowns shout 'hello'. (Indistinguishable music in background),,11,http://bbcsfx.acropolis.org.uk/assets/07003076.wav
1722,Children booing & hissing.,,26,http://bbcsfx.acropolis.org.uk/assets/07043072.wav
1723,Children chattering quietly.,,95,http://bbcsfx.acropolis.org.uk/assets/07043073.wav
1724,Children cheering.,,7,http://bbcsfx.acropolis.org.uk/assets/07043071.wav
1725,Children fidgeting quitely.,,116,http://bbcsfx.acropolis.org.uk/assets/07043074.wav
1726,"Children Playing, small noisy group.",,75,http://bbcsfx.acropolis.org.uk/assets/07039116.wav
1727,Children shouting with seawash in background.,,364,http://bbcsfx.acropolis.org.uk/assets/07014063.wav
1728,Children's fairground roundabout operating with occasional bell.,,169,http://bbcsfx.acropolis.org.uk/assets/07007147.wav
1729,"Children's Swimming Pool, general atmosphere with young children.",,393,http://bbcsfx.acropolis.org.uk/assets/07021138.wav
1730,"Children's Swimming Pool, general atmosphere.",,394,http://bbcsfx.acropolis.org.uk/assets/07021137.wav
1731,Childrens ward,,29,http://bbcsfx.acropolis.org.uk/assets/00008026.wav
1732,"Childrens' Ward, atmosphere in ward with continuous indistinct speech of children & adults.",,354,http://bbcsfx.acropolis.org.uk/assets/07016306.wav
1733,"China Factory, checking the ware for faults, with voices in background.",,135,http://bbcsfx.acropolis.org.uk/assets/07042010.wav
1734,"China Factory, plate making.",,188,http://bbcsfx.acropolis.org.uk/assets/07042011.wav
1735,"China Factory, vibrator cleaning the ware.",,157,http://bbcsfx.acropolis.org.uk/assets/07042009.wav
1736,"China, chatter in tea house.",,81,http://bbcsfx.acropolis.org.uk/assets/07039041.wav
1737,"China, Cloth Street general atmosphere.",,62,http://bbcsfx.acropolis.org.uk/assets/07039049.wav
1738,"China, Egg Street general atmoshere.",,52,http://bbcsfx.acropolis.org.uk/assets/07039048.wav
1739,"China, fireworks at wedding feast.",,45,http://bbcsfx.acropolis.org.uk/assets/07039042.wav
1740,"China, group playing mahjong in restaurant.",,110,http://bbcsfx.acropolis.org.uk/assets/07039040.wav
1741,"China, newspaper sellers.",,58,http://bbcsfx.acropolis.org.uk/assets/07039047.wav
1742,"China, two black-cloth merchants selling cloth.",,50,http://bbcsfx.acropolis.org.uk/assets/07039050.wav
1743,China-narrow street,,29,http://bbcsfx.acropolis.org.uk/assets/00008027.wav
1744,China-street+traffic,,29,http://bbcsfx.acropolis.org.uk/assets/00008028.wav
1745,"Chinese Buddhist Temple, exterior, atmosphere with gongs, visitors walking in grounds & tapping wishing bells.",,153,http://bbcsfx.acropolis.org.uk/assets/07070185.wav
1746,"Chinese Restaurant Kitchen, atmosphere of kitchen in busy restaurant with sounds of utensils & some indistinct speech.",,360,http://bbcsfx.acropolis.org.uk/assets/07019074.wav
1747,Chisel hammered and wood levered up.,,15,http://bbcsfx.acropolis.org.uk/assets/07045100.wav
1748,Chisel hammered with mallet.,,2,http://bbcsfx.acropolis.org.uk/assets/07045099.wav
1749,Chisel sharpened on grindstone.,,58,http://bbcsfx.acropolis.org.uk/assets/07045134.wav
1750,"Chiseling wood, splintering noise.",,81,http://bbcsfx.acropolis.org.uk/assets/07045128.wav
1751,"Chopper being sharpened on an old fashioned, hand-turned stone wheel.",,198,http://bbcsfx.acropolis.org.uk/assets/07001030.wav
1752,Chopper being sharpened on step.,,27,http://bbcsfx.acropolis.org.uk/assets/07001023.wav
1753,"Chopping a tree with an axe, some bird song.",,32,http://bbcsfx.acropolis.org.uk/assets/07002323.wav
1754,Chopping firewood.,,65,http://bbcsfx.acropolis.org.uk/assets/07002102.wav
1755,Christ's College clock striking eight o'clock.,,37,http://bbcsfx.acropolis.org.uk/assets/07032153.wav
1756,Christ's College clock striking eleven o'clock.,,42,http://bbcsfx.acropolis.org.uk/assets/07032156.wav
1757,Christ's College clock striking five o'clock.,,34,http://bbcsfx.acropolis.org.uk/assets/07032150.wav
1758,Christ's College clock striking four o'clock.,,32,http://bbcsfx.acropolis.org.uk/assets/07032149.wav
1759,Christ's College clock striking half past the hour.,,13,http://bbcsfx.acropolis.org.uk/assets/07032143.wav
1760,Christ's College clock striking nine o'clock.,,39,http://bbcsfx.acropolis.org.uk/assets/07032154.wav
1761,Christ's College clock striking one o'clock.,,23,http://bbcsfx.acropolis.org.uk/assets/07032146.wav
1762,Christ's College clock striking quarter past the hour.,,11,http://bbcsfx.acropolis.org.uk/assets/07032142.wav
1763,Christ's College clock striking quarter to the hour.,,14,http://bbcsfx.acropolis.org.uk/assets/07032144.wav
1764,Christ's College clock striking seven o'clock.,,36,http://bbcsfx.acropolis.org.uk/assets/07032152.wav
1765,Christ's College clock striking six o'clock.,,34,http://bbcsfx.acropolis.org.uk/assets/07032151.wav
1766,Christ's College clock striking ten o'clock.,,41,http://bbcsfx.acropolis.org.uk/assets/07032155.wav
1767,Christ's College clock striking three o'clock.,,30,http://bbcsfx.acropolis.org.uk/assets/07032148.wav
1768,Christ's College clock striking twelve o'clock.,,44,http://bbcsfx.acropolis.org.uk/assets/07032157.wav
1769,Christ's College clock striking two o'clock.,,28,http://bbcsfx.acropolis.org.uk/assets/07032147.wav
1770,Christchurch College clock striking eight o'clock.,,51,http://bbcsfx.acropolis.org.uk/assets/07016229.wav
1771,Christchurch College clock striking eleven o'clock.,,62,http://bbcsfx.acropolis.org.uk/assets/07016232.wav
1772,Christchurch College clock striking five o'clock.,,40,http://bbcsfx.acropolis.org.uk/assets/07016226.wav
1773,Christchurch College clock striking four o'clock.,,37,http://bbcsfx.acropolis.org.uk/assets/07016225.wav
1774,Christchurch College clock striking nine o'clock.,,55,http://bbcsfx.acropolis.org.uk/assets/07016230.wav
1775,Christchurch College clock striking one o'clock.,,31,http://bbcsfx.acropolis.org.uk/assets/07016222.wav
1776,Christchurch College clock striking seven o'clock.,,48,http://bbcsfx.acropolis.org.uk/assets/07016228.wav
1777,Christchurch College clock striking six o'clock.,,44,http://bbcsfx.acropolis.org.uk/assets/07016227.wav
1778,Christchurch College clock striking ten o'clock.,,58,http://bbcsfx.acropolis.org.uk/assets/07016231.wav
1779,Christchurch College clock striking three o'clock.,,33,http://bbcsfx.acropolis.org.uk/assets/07016224.wav
1780,Christchurch College clock striking twelve o'clock.,,66,http://bbcsfx.acropolis.org.uk/assets/07016233.wav
1781,Christchurch College clock striking two o'clock.,,29,http://bbcsfx.acropolis.org.uk/assets/07016223.wav
1782,"Churc h Bells, eight bells ringing. (St. Peter's Church, Woolton, Liverpool.)",,184,http://bbcsfx.acropolis.org.uk/assets/07040034.wav
1783,Church atmosphere with crowd.,,377,http://bbcsfx.acropolis.org.uk/assets/07003008.wav
1784,"Church Bells ringing. (Kilbroney Parish Church, County Down.)",,184,http://bbcsfx.acropolis.org.uk/assets/07040051.wav
1785,"Church Bells ringing. (St. Congall's Church, Bangor, County Down.)",,184,http://bbcsfx.acropolis.org.uk/assets/07040060.wav
1786,"Church Bells ringing. (St. Cuthbert's Church, Edinburgh.)",,184,http://bbcsfx.acropolis.org.uk/assets/07040032.wav
1787,"Church Bells ringing. (St. Mary the Virgin's Church, Pembroke, Pembrokeshire.)",,185,http://bbcsfx.acropolis.org.uk/assets/07040048.wav
1788,"Church Bells ringing. (St. Mary the Virgin's Church, Willesborough, Kent.)",,181,http://bbcsfx.acropolis.org.uk/assets/07040049.wav
1789,"Church Bells ringing. (St. Nicholas' Church, Kings Norton.)",,184,http://bbcsfx.acropolis.org.uk/assets/07040050.wav
1790,Church bells ringing. (Unidentified foreign location.),,322,http://bbcsfx.acropolis.org.uk/assets/07015054.wav
1791,"Church Bells, eight bells ringing. (St. Nicholas' Church, Sevenoaks, Kent.)",,174,http://bbcsfx.acropolis.org.uk/assets/07040020.wav
1792,"Church Bells, firing the bells. (St. Clement Dane's Church, The Strand, London.)",,182,http://bbcsfx.acropolis.org.uk/assets/07040027.wav
1793,"Church Bells, Grandsire Caters rung, ringing ends. (Evercreech Church, Somerset.)",,180,http://bbcsfx.acropolis.org.uk/assets/07040023.wav
1794,"Church Bells, Grandsire Triples rung, ringing ends. (Evercreech Church, Somerset.)",,175,http://bbcsfx.acropolis.org.uk/assets/07040022.wav
