,Description,Category,Duration (seconds),URL
1397,Building collapses.,,16,http://bbcsfx.acropolis.org.uk/assets/07045257.wav
1398,Building crash. (Specially created Spot Effect.),,16,http://bbcsfx.acropolis.org.uk/assets/07022364.wav
1399,Building site,,29,http://bbcsfx.acropolis.org.uk/assets/00008018.wav
1400,"Building site, concrete airator used to remove air bubbles from liquid concrete, close perspective.",,71,http://bbcsfx.acropolis.org.uk/assets/07045171.wav
1401,"Building site, hammering steel girders, close perspective.",,99,http://bbcsfx.acropolis.org.uk/assets/07045170.wav
1402,"Building site, interior acoustic of building under construction with bricklayers in foreground.",,235,http://bbcsfx.acropolis.org.uk/assets/07045169.wav
1403,"Building site, wide perspective recording of building being constructed.",,145,http://bbcsfx.acropolis.org.uk/assets/07007002.wav
1404,Bulb-type Motor Horn sounded.,,15,http://bbcsfx.acropolis.org.uk/assets/07037276.wav
1405,Bulb-type Motor Horn sounded.,,12,http://bbcsfx.acropolis.org.uk/assets/07037275.wav
1406,Bulb-type Motor Horn sounded.,,13,http://bbcsfx.acropolis.org.uk/assets/07037274.wav
1407,Bulb-type Motor Horn sounded.,,8,http://bbcsfx.acropolis.org.uk/assets/07037273.wav
1408,Bulb-type Motor Horn sounded.,,11,http://bbcsfx.acropolis.org.uk/assets/07037272.wav
1409,Bulb-type Motor Horn sounded.,,11,http://bbcsfx.acropolis.org.uk/assets/07037271.wav
1410,Bull bellowing in stall.,,146,http://bbcsfx.acropolis.org.uk/assets/07012156.wav
1411,Bull bellowing.,,130,http://bbcsfx.acropolis.org.uk/assets/07012157.wav
1412,"Bull Mastiff barking, exterior.",,35,http://bbcsfx.acropolis.org.uk/assets/07020071.wav
1413,"Bull Terrier barking, interior.",,46,http://bbcsfx.acropolis.org.uk/assets/07020111.wav
1414,"Bull Terrier snoring, interior.",,88,http://bbcsfx.acropolis.org.uk/assets/07020112.wav
1415,Bulldog barking.,,48,http://bbcsfx.acropolis.org.uk/assets/07037434.wav
1416,"Bulldogs barking in kennels, interior.",,108,http://bbcsfx.acropolis.org.uk/assets/07020136.wav
1417,"Bulldozer (tracked vehicle) - approaching, stopping, switching off - 1981 (6B1, reprocessed)",,37,http://bbcsfx.acropolis.org.uk/assets/07046131.wav
1418,"Bulldozer (tracked vehicle) - starting ticking over, driving away - 1981 (6B1, reprocessed)",,133,http://bbcsfx.acropolis.org.uk/assets/07046130.wav
1419,"Bulldozer (tracked vehicle) - starting up, earth moving - 1981 (6B1, reprocessed)",,198,http://bbcsfx.acropolis.org.uk/assets/07046132.wav
1420,"Bulldozer, approaching, stopping, switching off. (Tracked vehicle.)",,40,http://bbcsfx.acropolis.org.uk/assets/07014192.wav
1421,"Bulldozer, starting up, earth moving. (Tracked vehicle.)",,202,http://bbcsfx.acropolis.org.uk/assets/07014193.wav
1422,"Bulldozer, starting, ticking over, driving away. (Tracked vehicle.)",,136,http://bbcsfx.acropolis.org.uk/assets/07014191.wav
1423,"Burglar Alarm, bell.",,34,http://bbcsfx.acropolis.org.uk/assets/07043177.wav
1424,"Burglar alarm, combined bell and electronic siren.",,59,http://bbcsfx.acropolis.org.uk/assets/07045247.wav
1425,"Burglar Alarm, electronic spin.",,15,http://bbcsfx.acropolis.org.uk/assets/07043176.wav
1426,Burglar alarm.,,102,http://bbcsfx.acropolis.org.uk/assets/07045246.wav
1427,Burglar alarm.,,61,http://bbcsfx.acropolis.org.uk/assets/07045245.wav
1428,"Burmese cat hisses twice, and then long cry of anger.",,15,http://bbcsfx.acropolis.org.uk/assets/07045240.wav
1429,Burmese cat hissing and growling.,,105,http://bbcsfx.acropolis.org.uk/assets/07045241.wav
1430,Burmese cat meowing.,,98,http://bbcsfx.acropolis.org.uk/assets/07045239.wav
1431,"Burmese cat, individual meows.",,1,http://bbcsfx.acropolis.org.uk/assets/07045238.wav
1432,"Burmese cat, individual meows.",,1,http://bbcsfx.acropolis.org.uk/assets/07045237.wav
1433,"Burmese cat, individual meows.",,1,http://bbcsfx.acropolis.org.uk/assets/07045236.wav
1434,"Burmese cat, individual meows.",,1,http://bbcsfx.acropolis.org.uk/assets/07045235.wav
1435,"Burmese cat, individual meows.",,2,http://bbcsfx.acropolis.org.uk/assets/07045234.wav
1436,"Bus depot, atmosphere with buses departing.",,212,http://bbcsfx.acropolis.org.uk/assets/07013128.wav
1437,"Bus depot, atmosphere with buses parking for the night.",,220,http://bbcsfx.acropolis.org.uk/assets/07013129.wav
1438,Bus horns. (Recorded in St. Moritz.),,70,http://bbcsfx.acropolis.org.uk/assets/07039375.wav
1439,Bus station,,29,http://bbcsfx.acropolis.org.uk/assets/00008019.wav
1440,Busy atmosphere in a cafe with teenagers talking. (Indistinct clatter of cutlery and crockery in background),,395,http://bbcsfx.acropolis.org.uk/assets/07011348.wav
1441,Busy atmosphere in chicken house.,,127,http://bbcsfx.acropolis.org.uk/assets/07013019.wav
1442,Busy atmosphere. (Specially created effect),,57,http://bbcsfx.acropolis.org.uk/assets/07005069.wav
1443,Busy buzzing. (Specially created electronic sound.),,89,http://bbcsfx.acropolis.org.uk/assets/07014167.wav
1444,"Busy city skyline with brake squeals (1T10, reprocessed)",,240,http://bbcsfx.acropolis.org.uk/assets/07046125.wav
1445,Busy city skyline.,,586,http://bbcsfx.acropolis.org.uk/assets/07044054.wav
1446,Busy country pub.,,366,http://bbcsfx.acropolis.org.uk/assets/07005198.wav
1447,Busy dining area in large night club.,,197,http://bbcsfx.acropolis.org.uk/assets/07011349.wav
1448,Busy English market. (Specially created effect),,74,http://bbcsfx.acropolis.org.uk/assets/07005087.wav
1449,"Busy French Village Street, atmosphere with cars, horns, occasional quiet periods.",,200,http://bbcsfx.acropolis.org.uk/assets/07036074.wav
1450,Busy hotel foyer atmosphere.,,392,http://bbcsfx.acropolis.org.uk/assets/07003082.wav
1451,"Busy Mainline Station, atmosphere before arrival of train.",,86,http://bbcsfx.acropolis.org.uk/assets/07047178.wav
1452,"Busy Post Office Atmosphere, with footsteps and indistinct speech.",,375,http://bbcsfx.acropolis.org.uk/assets/07040089.wav
1453,"Busy side street in Middle Eastern town, with traffic, pauses & occasional speech. (Excact location unknown.)",,366,http://bbcsfx.acropolis.org.uk/assets/07015002.wav
1454,"Busy traffic at crossroads, traffic lights with filter lanes.",,390,http://bbcsfx.acropolis.org.uk/assets/07014029.wav
1455,"Busy traffic in Middle Eastern town, with pauses, horns, speech. (Wide perspective recording, exact location unknown.)",,372,http://bbcsfx.acropolis.org.uk/assets/07015001.wav
1456,Busy workshop atmosphere. (Specially created effect),,21,http://bbcsfx.acropolis.org.uk/assets/07005172.wav
1457,Butcher's Shop atmosphere with some distinct speech.,,393,http://bbcsfx.acropolis.org.uk/assets/07040172.wav
1458,"Buzzard, two adults calling, song thrush, woodpigeon, wren and jackdaw in background.",,92,http://bbcsfx.acropolis.org.uk/assets/07045002.wav
1459,Buzzing Computer with constant tone background. (Futuristic Spot Effect.),,37,http://bbcsfx.acropolis.org.uk/assets/07043254.wav
1460,Cable Tram departs.,,39,http://bbcsfx.acropolis.org.uk/assets/07032053.wav
1461,Cackling hag. (Horror Spot Effect.),,44,http://bbcsfx.acropolis.org.uk/assets/07042223.wav
1462,"Cafe Alemagna, Rome, general atmosphere.",,395,http://bbcsfx.acropolis.org.uk/assets/07035138.wav
1463,"Cafe Royal, Edinburgh. very busy Saturday night atmosphere.",,82,http://bbcsfx.acropolis.org.uk/assets/07044090.wav
1464,Cairn Terrier barking & yelping.,,89,http://bbcsfx.acropolis.org.uk/assets/07037486.wav
1465,"Cairn Terrier yelping, whining & barking.",,106,http://bbcsfx.acropolis.org.uk/assets/07037487.wav
1466,"Cairn Terrier, yelp & howls.",,10,http://bbcsfx.acropolis.org.uk/assets/07037488.wav
1467,"Cairo, atmosphere in large hall.",,389,http://bbcsfx.acropolis.org.uk/assets/07015022.wav
1468,Caius College clock striking eight o'clock.,,42,http://bbcsfx.acropolis.org.uk/assets/07016175.wav
1469,Caius College clock striking eleven o'clock.,,50,http://bbcsfx.acropolis.org.uk/assets/07016178.wav
1470,Caius College clock striking five o'clock.,,35,http://bbcsfx.acropolis.org.uk/assets/07016172.wav
1471,Caius College clock striking four o'clock.,,35,http://bbcsfx.acropolis.org.uk/assets/07016171.wav
1472,Caius College clock striking half past the hour.,,19,http://bbcsfx.acropolis.org.uk/assets/07016166.wav
1473,Caius College clock striking nine o'clock.,,45,http://bbcsfx.acropolis.org.uk/assets/07016176.wav
1474,Caius College clock striking one o'clock.,,27,http://bbcsfx.acropolis.org.uk/assets/07016168.wav
1475,Caius College clock striking quarter past the hour.,,17,http://bbcsfx.acropolis.org.uk/assets/07016165.wav
1476,Caius College clock striking quarter to the hour.,,19,http://bbcsfx.acropolis.org.uk/assets/07016167.wav
1477,Caius College clock striking seven o'clock.,,40,http://bbcsfx.acropolis.org.uk/assets/07016174.wav
1478,Caius College clock striking six o'clock.,,38,http://bbcsfx.acropolis.org.uk/assets/07016173.wav
1479,Caius College clock striking ten o'clock.,,47,http://bbcsfx.acropolis.org.uk/assets/07016177.wav
1480,Caius College clock striking three o'clock.,,31,http://bbcsfx.acropolis.org.uk/assets/07016170.wav
1481,Caius College clock striking twelve o'clock.,,55,http://bbcsfx.acropolis.org.uk/assets/07016179.wav
1482,Caius College clock striking two o'clock.,,27,http://bbcsfx.acropolis.org.uk/assets/07016169.wav
1483,"Calais Market, atmosphere with geese and chicks.",,391,http://bbcsfx.acropolis.org.uk/assets/07036069.wav
1484,"Calais Port, exterior, departure of cross-channel ferry from Calais. (With siren and clatter.)",,374,http://bbcsfx.acropolis.org.uk/assets/07018061.wav
1485,"Calais Port, exterior, general activity prior to departure of cross- channel ferry.",,376,http://bbcsfx.acropolis.org.uk/assets/07018060.wav
1486,"Calais Traffic, atmosphere with scooters.",,199,http://bbcsfx.acropolis.org.uk/assets/07036075.wav
1487,Calculator operating. (Computer atmosphere.),,93,http://bbcsfx.acropolis.org.uk/assets/07038036.wav
1488,"Calcutta, gardens in central Calcutta, general atmosphere.",,156,http://bbcsfx.acropolis.org.uk/assets/07009159.wav
1489,Called party rings off on STD line.,,2,http://bbcsfx.acropolis.org.uk/assets/07042067.wav
1490,"Caller rings off on local line, with 35s dialling tone (usable separately).",,45,http://bbcsfx.acropolis.org.uk/assets/07042068.wav
1491,Calling buzzer on intercom sounded at long and short intervals.,,29,http://bbcsfx.acropolis.org.uk/assets/07012081.wav
1492,Calling buzzer on intercom sounded at long and short intervals.,,28,http://bbcsfx.acropolis.org.uk/assets/07012080.wav
1493,Camel bells ringing.,,129,http://bbcsfx.acropolis.org.uk/assets/07012089.wav
1494,Camera clicks,,29,http://bbcsfx.acropolis.org.uk/assets/00008020.wav
1495,Can of spray paint shaken.,,49,http://bbcsfx.acropolis.org.uk/assets/07045143.wav
1496,"Can Opener, tin opened & contents emptied into a saucepan.",,37,http://bbcsfx.acropolis.org.uk/assets/07042259.wav
1497,"Canal Longboat, constant run.",,282,http://bbcsfx.acropolis.org.uk/assets/07032176.wav
1498,"Canal Longboat, constant run. (Recorded on board.) (Vessel carrying general cargo, 16 h.p. Petter engine.)",,411,http://bbcsfx.acropolis.org.uk/assets/07032173.wav
1499,"Canal Longboat, engine ticking over.",,352,http://bbcsfx.acropolis.org.uk/assets/07032174.wav
1500,"Canal Longboat, engines start, revving & manoeuvring. (Recorded on board.) (Vessel carrying general cargo, 16 h.p. Petter engine.)",,122,http://bbcsfx.acropolis.org.uk/assets/07032170.wav
1501,"Canal Longboat, hooter sounds, into constant run.",,48,http://bbcsfx.acropolis.org.uk/assets/07032175.wav
1502,"Canal Longboat, lock gates close, boat edges out into constant run. (Recorded on board.) (Vessel carrying general cargo, 16 h.p. Petter engine.)",,106,http://bbcsfx.acropolis.org.uk/assets/07032172.wav
1503,"Canal Longboat, winding flood gate at lock, rush of water. (Recorded on board.) (Vessel carrying general cargo, 16 h.p. Petter engine.)",,118,http://bbcsfx.acropolis.org.uk/assets/07032171.wav
1504,Canary singing.,,184,http://bbcsfx.acropolis.org.uk/assets/07034173.wav
1505,"Cannes Traffic, heavy traffic on main Cannes road, with occasional whistles & atmosphere.",,406,http://bbcsfx.acropolis.org.uk/assets/07036077.wav
1506,"Cannon fired. (Eighteenth century cannon recorded at Stanmer Park, East Sussex.)",,6,http://bbcsfx.acropolis.org.uk/assets/07019009.wav
1507,Cannon firing. (Seventeenth Century cannon.),,6,http://bbcsfx.acropolis.org.uk/assets/07019003.wav
1508,Cannon. (Fireworks.),,7,http://bbcsfx.acropolis.org.uk/assets/07019112.wav
1509,"Canteen Kitchen, atmosphere in kitchen with some indistinct speech.",,378,http://bbcsfx.acropolis.org.uk/assets/07019076.wav
1510,car - arrives,,28,http://bbcsfx.acropolis.org.uk/assets/0009017.wav
1511,car - doors and horn,,29,http://bbcsfx.acropolis.org.uk/assets/0009018.wav
1512,car - start and run exterior,,29,http://bbcsfx.acropolis.org.uk/assets/0009019.wav
1513,Car alarm.,,47,http://bbcsfx.acropolis.org.uk/assets/07045244.wav
1514,Car alarm.,,15,http://bbcsfx.acropolis.org.uk/assets/07043175.wav
1515,Car approach & skid.,,9,http://bbcsfx.acropolis.org.uk/assets/07022358.wav
1516,Car approach & skid.,,8,http://bbcsfx.acropolis.org.uk/assets/07022357.wav
1517,Car approach & skid.,,8,http://bbcsfx.acropolis.org.uk/assets/07022356.wav
1518,Car approach & skid.,,11,http://bbcsfx.acropolis.org.uk/assets/07022355.wav
1519,Car approach & skid.,,9,http://bbcsfx.acropolis.org.uk/assets/07022354.wav
1520,Car approach & skid.,,10,http://bbcsfx.acropolis.org.uk/assets/07022353.wav
1521,Car approach & skid.,,8,http://bbcsfx.acropolis.org.uk/assets/07022352.wav
1522,Car body plant,,29,http://bbcsfx.acropolis.org.uk/assets/00008021.wav
1523,"Car Crash, approach & crash.",,10,http://bbcsfx.acropolis.org.uk/assets/07022342.wav
1524,"Car Crash, approach with horn, skid, crash, skid, crash.",,24,http://bbcsfx.acropolis.org.uk/assets/07022340.wav
1525,"Car Crash, approach, skid, crash.",,24,http://bbcsfx.acropolis.org.uk/assets/07022343.wav
1526,"Car Crash, crash & skid.",,10,http://bbcsfx.acropolis.org.uk/assets/07022346.wav
1527,"Car Crash, crash, skid & crash.",,13,http://bbcsfx.acropolis.org.uk/assets/07022350.wav
1528,"Car Crash, skid & crash.",,9,http://bbcsfx.acropolis.org.uk/assets/07022349.wav
1529,"Car Crash, skid & crash.",,13,http://bbcsfx.acropolis.org.uk/assets/07022347.wav
1530,"Car Crash, skid & crash.",,10,http://bbcsfx.acropolis.org.uk/assets/07022345.wav
1531,"Car Crash, skid & crash.",,12,http://bbcsfx.acropolis.org.uk/assets/07022344.wav
1532,"Car Crash, skid & crash. (Repeated twice.)",,15,http://bbcsfx.acropolis.org.uk/assets/07022341.wav
1533,Car Crash.,,11,http://bbcsfx.acropolis.org.uk/assets/07022351.wav
1534,Car Crash.,,8,http://bbcsfx.acropolis.org.uk/assets/07022348.wav
1535,"Car door opened, three second pause, closed. (Light car door)",,8,http://bbcsfx.acropolis.org.uk/assets/07011286.wav
1536,"Car Ferry Bridge, with morse code, RT & intercoms security announcement (at 1m33s). (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,121,http://bbcsfx.acropolis.org.uk/assets/07043042.wav
1537,"Car Ferry, atmosphere in engine room. (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,120,http://bbcsfx.acropolis.org.uk/assets/07043043.wav
1538,"Car Ferry, atmosphere in rest lounge in public area, with childrens' voices. (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,110,http://bbcsfx.acropolis.org.uk/assets/07043045.wav
1539,"Car Ferry, bow wave at port side. (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,119,http://bbcsfx.acropolis.org.uk/assets/07043040.wav
1540,"Car Ferry, seawash at stern. (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,182,http://bbcsfx.acropolis.org.uk/assets/07043039.wav
1541,"Car Ferry, siren at Harwich berth. (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,12,http://bbcsfx.acropolis.org.uk/assets/07043041.wav
1542,"Car Ferry, watertight door open & close, bell warns of closing. (Car Ferry ""St. Nicholas"", 17,400 tons, built 1980.)",,22,http://bbcsfx.acropolis.org.uk/assets/07043044.wav
1543,Car passing in tunnel with horn.,,49,http://bbcsfx.acropolis.org.uk/assets/07032166.wav
1544,Car skid.,,6,http://bbcsfx.acropolis.org.uk/assets/07022362.wav
1545,"Car skids whilst cornering, from left.",,10,http://bbcsfx.acropolis.org.uk/assets/07045252.wav
1546,"Car skids whilst cornering, from right.",,9,http://bbcsfx.acropolis.org.uk/assets/07045253.wav
1547,Car Wash. (Recorded inside car).,,107,http://bbcsfx.acropolis.org.uk/assets/07044112.wav
1548,"Car, braking skid and minor accident.",,4,http://bbcsfx.acropolis.org.uk/assets/07045251.wav
1549,"Car, braking skid.",,3,http://bbcsfx.acropolis.org.uk/assets/07045250.wav
1550,"Car, braking skid.",,3,http://bbcsfx.acropolis.org.uk/assets/07045249.wav
1551,"Car, braking skid.",,4,http://bbcsfx.acropolis.org.uk/assets/07045248.wav
1552,"Car, emergency stop, interior acoustic.",,18,http://bbcsfx.acropolis.org.uk/assets/07045254.wav
1553,"Car, exterior, door opens & shuts.",,5,http://bbcsfx.acropolis.org.uk/assets/07043094.wav
1554,"Car, exterior, hatch opens.",,5,http://bbcsfx.acropolis.org.uk/assets/07043096.wav
1555,"Car, exterior, hatch shuts.",,4,http://bbcsfx.acropolis.org.uk/assets/07043097.wav
1556,"Car, exterior, horn, six blasts.",,10,http://bbcsfx.acropolis.org.uk/assets/07043108.wav
1557,"Car, exterior, tin door opens & shuts.",,5,http://bbcsfx.acropolis.org.uk/assets/07043095.wav
1558,"Car, exterior, window wound down & up.",,13,http://bbcsfx.acropolis.org.uk/assets/07043100.wav
1559,"Car, interior, handbrake applied.",,2,http://bbcsfx.acropolis.org.uk/assets/07043104.wav
1560,"Car, interior, handbrake released.",,3,http://bbcsfx.acropolis.org.uk/assets/07043105.wav
1561,"Car, interior, heating fan.",,103,http://bbcsfx.acropolis.org.uk/assets/07043111.wav
1562,"Car, interior, horn, four blasts.",,14,http://bbcsfx.acropolis.org.uk/assets/07043107.wav
1563,"Car, interior, indicators operating.",,63,http://bbcsfx.acropolis.org.uk/assets/07043106.wav
1564,"Car, interior, opens & shuts.",,6,http://bbcsfx.acropolis.org.uk/assets/07043098.wav
1565,"Car, interior, seatbelt fastened.",,5,http://bbcsfx.acropolis.org.uk/assets/07043102.wav
1566,"Car, interior, seatbelt released.",,4,http://bbcsfx.acropolis.org.uk/assets/07043103.wav
1567,"Car, interior, tin door opens & shuts.",,8,http://bbcsfx.acropolis.org.uk/assets/07043099.wav
1568,"Car, interior, window wound down & up (with squeak).",,19,http://bbcsfx.acropolis.org.uk/assets/07043101.wav
1569,"Car, interior, windscreen wipers, fast.",,43,http://bbcsfx.acropolis.org.uk/assets/07043110.wav
1570,"Car, interior, windscreen wipers, slow.",,130,http://bbcsfx.acropolis.org.uk/assets/07043109.wav
1571,"Caracalla, interior, applause & atmosphere at end of act.",,111,http://bbcsfx.acropolis.org.uk/assets/07035142.wav
1572,"Caracalla, interior, applause & atmosphere at end of performance.",,119,http://bbcsfx.acropolis.org.uk/assets/07035143.wav
1573,"Caracalla, interior, crowds enter forum with programme sellers & speech of foreign tourists.",,204,http://bbcsfx.acropolis.org.uk/assets/07035140.wav
1574,"Caracalla, interior, crowds leaving after performance.",,145,http://bbcsfx.acropolis.org.uk/assets/07035144.wav
1575,"Caracalla, interior, gong sounds, auditorium atmosphere.",,204,http://bbcsfx.acropolis.org.uk/assets/07035141.wav
1576,Carbon Dioxide (CO2) fire extinguisher used.,,23,http://bbcsfx.acropolis.org.uk/assets/07045307.wav
1577,Card reader operating.,,92,http://bbcsfx.acropolis.org.uk/assets/07006025.wav
1578,"Card sorter operating, occasional pause.",,161,http://bbcsfx.acropolis.org.uk/assets/07006007.wav
1579,Carrier leaves filled with empty milk bottles.,,53,http://bbcsfx.acropolis.org.uk/assets/07006052.wav
1580,"Cars driving off ferry ramp in harbour, some speech. (Recorded from interior of car ferry)",,393,http://bbcsfx.acropolis.org.uk/assets/07014011.wav
1581,"Carving knife being sharpened on an old fashioned, hand-turned stone wheel.",,178,http://bbcsfx.acropolis.org.uk/assets/07001032.wav
1582,Carving knife being sharpened on steel.,,37,http://bbcsfx.acropolis.org.uk/assets/07001019.wav
1583,Carving knife being sharpened on step.,,36,http://bbcsfx.acropolis.org.uk/assets/07001020.wav
1584,Cascade of Glass.,,20,http://bbcsfx.acropolis.org.uk/assets/07022397.wav
1585,Cascade. (Specially created electronic sound.),,12,http://bbcsfx.acropolis.org.uk/assets/07014108.wav
1586,Cash Register being reset. (Class 3 Cash Register.),,8,http://bbcsfx.acropolis.org.uk/assets/07040194.wav
1587,Cash Register being reset. (Type 21 Itemizing Machine.),,10,http://bbcsfx.acropolis.org.uk/assets/07040192.wav
1588,"Cash Register keyboard operated, bell, change given, coins put in drawer, closed. (Repeated twice.) (Class 100 Cash Register.)",,37,http://bbcsfx.acropolis.org.uk/assets/07040186.wav
1589,"Cash Register keyboard operated, drawer opened, bell, change given, drawer closed. (Repeated three times.) (Type 21 Electric Itemizing Machine.)",,52,http://bbcsfx.acropolis.org.uk/assets/07040191.wav
1590,"Cash Register keyboard operated, ticket produced, drawer closed. (Totting up.) (Type 96-1 Cash Register.)",,16,http://bbcsfx.acropolis.org.uk/assets/07040189.wav
1591,"Cash Register keyboard operated, ticket produced, drawer opened, bell, change given, coins put in drawer & closed. (Type 96-1 Cash Register.)",,24,http://bbcsfx.acropolis.org.uk/assets/07040188.wav
1592,"Cash Register keyboard operated, ticket produced, drawer opened, bell, change given, coins put in drawer & closed. (Type 96-5 Cash Register.)",,25,http://bbcsfx.acropolis.org.uk/assets/07040190.wav
1593,"Cash Register keyboard operated, ticket produced, drawer opened, bell, change given, drawer closed. (Repeated three times.) (Class 3 Cash Register.)",,58,http://bbcsfx.acropolis.org.uk/assets/07040193.wav
1594,"Cash Register opened, bell, change given, coins put in drawer, closed. (Repeated twice.) (Class 100 Cash Register.)",,55,http://bbcsfx.acropolis.org.uk/assets/07040185.wav
1595,"Cash Register opened, keyboard operated, closed. (Class 100 Cash Register.)",,15,http://bbcsfx.acropolis.org.uk/assets/07040187.wav
1596,"Cash register, bell, change given and coins put in drawer, closed",,11,http://bbcsfx.acropolis.org.uk/assets/07005178.wav
1597,"Cash register, bell, change given and coins put in drawer, closed. (Three times)",,27,http://bbcsfx.acropolis.org.uk/assets/07005181.wav
1598,"Cash register, bell, change given and coins put in drawer, closed. (Twice)",,18,http://bbcsfx.acropolis.org.uk/assets/07005180.wav
1599,"Cash register, bell, keyboard, change given and coins put in drawer, closed.",,14,http://bbcsfx.acropolis.org.uk/assets/07005179.wav
1600,Cat coughing.,,107,http://bbcsfx.acropolis.org.uk/assets/07045223.wav
1601,Cat drinking milk.,,143,http://bbcsfx.acropolis.org.uk/assets/07045208.wav
1602,"Cat eating, nice crunchy sound.",,230,http://bbcsfx.acropolis.org.uk/assets/07045207.wav
1603,Cat guzzling greedily.,,33,http://bbcsfx.acropolis.org.uk/assets/07045209.wav
1604,Cat sniffing.,,18,http://bbcsfx.acropolis.org.uk/assets/07045218.wav
1605,Cat snoring.,,148,http://bbcsfx.acropolis.org.uk/assets/07011208.wav
1606,Cat tail trodden on.,,1,http://bbcsfx.acropolis.org.uk/assets/07045226.wav
1607,Cat washing.,,62,http://bbcsfx.acropolis.org.uk/assets/07045227.wav
1608,Cathedral atmosphere with movement from visitors & distant traffic. (Recorded at St. Paul's Cathedral.),,235,http://bbcsfx.acropolis.org.uk/assets/07044036.wav
1609,Catherine wheel. (Fireworks.),,45,http://bbcsfx.acropolis.org.uk/assets/07019109.wav
1610,Catherine wheels and squibs. (Fireworks.),,61,http://bbcsfx.acropolis.org.uk/assets/07019110.wav
1611,"Catholic Church Bells, Angelus bell with outdoor atmosphere.",,64,http://bbcsfx.acropolis.org.uk/assets/07040014.wav
1612,"Catholic Church Bells, Sanctus bell.",,54,http://bbcsfx.acropolis.org.uk/assets/07040012.wav
1613,"Catholic Church Bells, Sanctus bell.",,55,http://bbcsfx.acropolis.org.uk/assets/07040011.wav
1614,"Catholic Church Bells, Sanctus bell.",,41,http://bbcsfx.acropolis.org.uk/assets/07040010.wav
1615,"Catholic Church Bells, Sanctus bell.",,44,http://bbcsfx.acropolis.org.uk/assets/07040009.wav
1616,"Catholic Church, Sanctus gong.",,70,http://bbcsfx.acropolis.org.uk/assets/07040013.wav
1617,"Cats in a suburban garden, one close perspective, others more distant.",,167,http://bbcsfx.acropolis.org.uk/assets/07045224.wav
1618,Cavalry & transport passing.,,67,http://bbcsfx.acropolis.org.uk/assets/07017114.wav
1619,Cavalry troop coming to stop.,,25,http://bbcsfx.acropolis.org.uk/assets/07017112.wav
1620,Cavalry troop passing through town on hard surface.,,189,http://bbcsfx.acropolis.org.uk/assets/07017111.wav
1621,Cavalry troop passing through town.,,66,http://bbcsfx.acropolis.org.uk/assets/07017113.wav
1622,"Cave, interior. (Recorded at Witches Kitchen, Wookey Hole.)",,126,http://bbcsfx.acropolis.org.uk/assets/07044108.wav
1623,Cavern door. (Specially created electronic sound.),,17,http://bbcsfx.acropolis.org.uk/assets/07014144.wav
1624,Cedric the CD Robot. (Space Fantasy Spot Effect.),,50,http://bbcsfx.acropolis.org.uk/assets/07042218.wav
1625,Central Park atmosphere.,,121,http://bbcsfx.acropolis.org.uk/assets/07037247.wav
1626,"Cesky Budejovice Dominican monastery, bells of Black Tower, with start & stop.",,130,http://bbcsfx.acropolis.org.uk/assets/07015066.wav
1627,"Cesky Krumlov, 12th century castle bells ringing.",,122,http://bbcsfx.acropolis.org.uk/assets/07015065.wav
1628,"Cessna, Small Aircraft, exterior, passes over",,33,http://bbcsfx.acropolis.org.uk/assets/07025017.wav
1629,"Cessna, Small Aircraft, exterior, plane taking off",,36,http://bbcsfx.acropolis.org.uk/assets/07025016.wav
1630,"Cessna, Small Aircraft, exterior, starts & taxis",,163,http://bbcsfx.acropolis.org.uk/assets/07025015.wav
1631,"Cessna, Small Aircraft, interior, flies & lands",,279,http://bbcsfx.acropolis.org.uk/assets/07025019.wav
1632,"Cessna, Small Aircraft, interior, taxis, takes off & flies",,287,http://bbcsfx.acropolis.org.uk/assets/07025018.wav
1633,Chaffinch calling.,,79,http://bbcsfx.acropolis.org.uk/assets/07042025.wav
1634,Chain Pulley operated with start & stop.,,55,http://bbcsfx.acropolis.org.uk/assets/07037379.wav
1635,Chains being shaken.,,63,http://bbcsfx.acropolis.org.uk/assets/07037387.wav
1636,Chains rattling.,,62,http://bbcsfx.acropolis.org.uk/assets/07037386.wav
1637,Chains running.,,63,http://bbcsfx.acropolis.org.uk/assets/07037388.wav
1638,Chairs squeaking in hall.,,11,http://bbcsfx.acropolis.org.uk/assets/07037366.wav
1639,"Chairs, pile of chairs falling.",,15,http://bbcsfx.acropolis.org.uk/assets/07022375.wav
1640,Change Machine operating.,,11,http://bbcsfx.acropolis.org.uk/assets/07032212.wav
1641,"Charing Cross Railway Station, booking office atmosphere, near ticket machines.",,195,http://bbcsfx.acropolis.org.uk/assets/07033144.wav
1642,"Charing Cross Railway Station, booking office atmosphere, with footsteps on wooden floor.",,200,http://bbcsfx.acropolis.org.uk/assets/07033143.wav
1643,"Charing Cross Railway Station, continuous public address announcements & atmosphere. (Recorded early afternoon.)",,194,http://bbcsfx.acropolis.org.uk/assets/07033131.wav
1644,"Charing Cross Railway Station, general atmosphere.",,404,http://bbcsfx.acropolis.org.uk/assets/07033138.wav
