,word,pos,lemma
90381,boy,NN,boy
90382,saying,VVG,say
90383,Mummy,NN,mummy
90384,16,CD,@card@
90385,month,NN,month
90386,old,JJ,old
90387,baby,NN,baby
90388,boy,NN,boy
90389,screaming,VVG,scream
90390,tantrum,NN,tantrum
90391,16,CD,@card@
90392,month,NN,month
90393,old,JJ,old
90394,baby,NN,baby
90395,boy,NN,boy
90396,singing,NN,singing
90397,17,CD,@card@
90398,day,NN,day
90399,old,JJ,old
90400,baby,NN,baby
90401,boy,NN,boy
90402,breastfeeding,VVG,breastfeed
90403,17,CD,@card@
90404,day,NN,day
90405,old,JJ,old
90406,baby,NN,baby
90407,boy,NN,boy
90408,crying,VVG,cry
90409,17,CD,@card@
90410,day,NN,day
90411,old,JJ,old
90412,baby,NN,baby
90413,boy,NN,boy
90414,restless,JJ,restless
90415,18,CD,@card@
90416,week,NN,week
90417,old,JJ,old
90418,baby,NN,baby
90419,boy,NN,boy
90420,happy,JJ,happy
90421,sounds,NNS,sound
90422,during,IN,during
90423,happy,JJ,happy
90424,change,NN,change
90425,18,CD,@card@
90426,week,NN,week
90427,old,JJ,old
90428,baby,NN,baby
90429,boy,NN,boy
90430,hysterical,JJ,hysterical
90431,crying,VVG,cry
90432,18,CD,@card@
90433,week,NN,week
90434,old,JJ,old
90435,baby,NN,baby
90436,boy,NN,boy
90437,wailing,VVG,wail
90438,while,IN,while
90439,being,VBG,be
90440,fed,VVN,feed
90441,Baby,NN,baby
90442,boy,NN,boy
90443,crying,VVG,cry
90444,five,CD,five
90445,weeks,NNS,week
90446,old,JJ,old
90447,tired,JJ,tired
90448,and,CC,and
90449,hungry,JJ,hungry
90450,-,NN,-
90451,1984,CD,@card@
90452,8B1,JJ,8B1
90453,reprocessed,VVN,reprocess
90454,Baby,NN,baby
90455,boy,NN,boy
90456,crying,VVG,cry
90457,six,CD,six
90458,weeks,NNS,week
90459,old,JJ,old
90460,-,NN,-
90461,1984,CD,@card@
90462,8B1,JJ,8B1
90463,reprocessed,VVN,reprocess
90464,Baby,NN,baby
90465,boy,NN,boy
90466,crying,VVG,cry
90467,two,CD,two
90468,hours,NNS,hour
90469,old,JJ,old
90470,first,JJ,first
90471,signs,NNS,sign
90472,of,IN,of
90473,hunger,NN,hunger
90474,-,NN,-
90475,1984,CD,@card@
90476,8B1,JJ,8B1
90477,reprocessed,VVN,reprocess
90478,Baby,NN,baby
90479,boy,NN,boy
90480,crying,VVG,cry
90481,two,CD,two
90482,weeks,NNS,week
90483,old,JJ,old
90484,some,DT,some
90485,hiccoughs,NNS,hiccough
90486,and,CC,and
90487,snuffles,NNS,snuffle
90488,-,NN,-
90489,1984,CD,@card@
90490,8B1,JJ,8B1
90491,reprocessed,VVN,reprocess
90492,Baby,NN,baby
90493,boy,NN,boy
90494,waking,VVG,wake
90495,up,RB,up
90496,sounds,VVZ,sound
90497,10,CD,@card@
90498,weeks,NNS,week
90499,old,JJ,old
90500,-,NN,-
90501,1984,CD,@card@
90502,8B2,JJ,8B2
90503,reprocessed,VVN,reprocess
90504,Baby,NN,baby
90505,boy,NN,boy
90506,waking,VVG,wake
90507,up,RB,up
90508,sounds,VVZ,sound
90509,10,CD,@card@
90510,weeks,NNS,week
90511,old,JJ,old
90512,-,NN,-
90513,1984,CD,@card@
90514,8B2,JJ,8B2
90515,reprocessed,VVN,reprocess
90516,Baby,NN,baby
90517,boy,NN,boy
90518,waking,VVG,wake
90519,up,RB,up
90520,sounds,VVZ,sound
90521,10,CD,@card@
90522,weeks,NNS,week
90523,old,JJ,old
90524,-,NN,-
90525,1984,CD,@card@
90526,8B2,JJ,8B2
90527,reprocessed,VVN,reprocess
90528,Baby,NN,baby
90529,boy,NN,boy
90530,waking,VVG,wake
90531,up,RB,up
90532,sounds,VVZ,sound
90533,10,CD,@card@
90534,weeks,NNS,week
90535,old,JJ,old
90536,with,IN,with
90537,distant,JJ,distant
90538,birdsong,NN,birdsong
90539,-,NN,-
90540,1984,CD,@card@
90541,8B2,JJ,8B2
90542,reprocessed,VVN,reprocess
90543,Baby,NN,baby
90544,boy,NN,boy
90545,waking,VVG,wake
90546,up,RB,up
90547,sounds,VVZ,sound
90548,10,CD,@card@
90549,weeks,NNS,week
90550,old,JJ,old
90551,with,IN,with
90552,distant,JJ,distant
90553,birdsong,NN,birdsong
90554,-,NN,-
90555,1984,CD,@card@
90556,8B2,JJ,8B2
90557,reprocessed,VVN,reprocess
90558,Baby,NN,baby
90559,boy,NN,boy
90560,waking,VVG,wake
90561,up,RB,up
90562,sounds,VVZ,sound
90563,10,CD,@card@
90564,weeks,NNS,week
90565,old,JJ,old
90566,with,IN,with
90567,distant,JJ,distant
90568,birdsong,NN,birdsong
90569,-,NN,-
90570,1984,CD,@card@
90571,8B2,JJ,8B2
90572,reprocessed,VVN,reprocess
90573,Newly,RB,newly
90574,born,VVN,bear
90575,baby,NN,baby
90576,boy,NN,boy
90577,crying,VVG,cry
90578,delivery,NN,delivery
90579,room,NN,room
90580,atmosphere,NN,atmosphere
90581,-,NN,-
90582,1984,CD,@card@
90583,8B1,JJ,8B1
90584,reprocessed,VVN,reprocess
90585,Foetal,JJ,foetal
90586,heartbeat,NN,heartbeat
90587,direct,JJ,direct
90588,contact,NN,contact
90589,recording,NN,recording
90590,at,IN,at
90591,38,CD,@card@
90592,weeks,NNS,week
90593,13,CD,@card@
90594,month,NN,month
90595,old,JJ,old
90596,baby,NN,baby
90597,girl,NN,girl
90598,muttering,VVG,mutter
90599,while,IN,while
90600,looking,VVG,look
90601,at,IN,at
90602,book,NN,book
90603,14,CD,@card@
90604,week,NN,week
90605,old,JJ,old
90606,baby,NN,baby
90607,girl,NN,girl
90608,playful,JJ,playful
90609,gurgles,NNS,gurgle
90610,26,CD,@card@
90611,month,NN,month
90612,old,JJ,old
90613,girl,NN,girl
90614,playing,NN,playing
90615,26,CD,@card@
90616,month,NN,month
90617,old,JJ,old
90618,gorl,NN,gorl
90619,unhappy,JJ,unhappy
90620,in,IN,in
90621,cot,NN,cot
90622,early,JJ,early
90623,morning,NN,morning
90624,6,CD,@card@
90625,month,NN,month
90626,old,JJ,old
90627,baby,NN,baby
90628,girl,NN,girl
90629,blowing,VVG,blow
90630,raspberries,NNS,raspberry
90631,twice,RB,twice
90632,6,CD,@card@
90633,month,NN,month
90634,old,JJ,old
90635,baby,NN,baby
90636,girl,NN,girl
90637,drinking,NN,drinking
90638,from,IN,from
90639,beaker,NN,beaker
90640,6,CD,@card@
90641,month,NN,month
90642,old,JJ,old
90643,baby,NN,baby
90644,girl,NN,girl
90645,talking,VVG,talk
90646,nonsense,NN,nonsense
90647,7,CD,@card@
90648,month,NN,month
90649,old,JJ,old
90650,baby,NN,baby
90651,girl,NN,girl
90652,feeling,VVG,feel
90653,unwell,JJ,unwell
90654,with,IN,with
90655,coughing,VVG,cough
90656,7,CD,@card@
90657,month,NN,month
90658,old,JJ,old
90659,baby,NN,baby
90660,girl,NN,girl
90661,saying,VVG,say
90662,Mama,NP,Mama
90663,7,CD,@card@
90664,month,NN,month
90665,old,JJ,old
90666,baby,NN,baby
90667,girl,NN,girl
90668,temper,NN,temper
90669,tantrum,NN,tantrum
90670,7,CD,@card@
90671,week,NN,week
90672,old,JJ,old
90673,baby,NN,baby
90674,girl,NN,girl
90675,frantic,JJ,frantic
90676,crying,VVG,cry
90677,7,CD,@card@
90678,week,NN,week
90679,old,JJ,old
90680,baby,NN,baby
90681,girl,NN,girl
90682,hiccoughs,NNS,hiccough
90683,9,CD,@card@
90684,month,NN,month
90685,old,JJ,old
90686,baby,NN,baby
90687,girl,NN,girl
90688,chattering,VVG,chatter
90689,Baby,NN,baby
90690,girl,NN,girl
90691,at,IN,at
90692,mealtime,NN,mealtime
90693,9,CD,@card@
90694,months,NNS,month
90695,old,JJ,old
90696,-,NN,-
90697,1984,CD,@card@
90698,8B3,NN,8B3
90699,reprocessed,VVN,reprocess
90700,Baby,NN,baby
90701,girl,NN,girl
90702,crying,VVG,cry
90703,9,CD,@card@
90704,months,NNS,month
90705,old,JJ,old
90706,-,NN,-
90707,1984,CD,@card@
90708,8B3,NN,8B3
90709,reprocessed,VVN,reprocess
90710,Baby,NN,baby
90711,girl,NN,girl
90712,laughing,VVG,laugh
90713,and,CC,and
90714,playing,VVG,play
90715,mouth,NN,mouth
90716,noises,NNS,noise
90717,at,IN,at
90718,end,NN,end
90719,reprocessed,VVN,reprocess
90720,9,CD,@card@
90721,months,NNS,month
90722,old,JJ,old
90723,-,NN,-
90724,1984,CD,@card@
90725,8B3,NN,8B3
90726,reprocessed,VVN,reprocess
90727,Baby,NN,baby
90728,girl,NN,girl
90729,restless,JJ,restless
90730,in,IN,in
90731,cot,NN,cot
90732,early,JJ,early
90733,morning,NN,morning
90734,9,CD,@card@
90735,months,NNS,month
90736,old,JJ,old
90737,-,NN,-
90738,1984,CD,@card@
90739,8B3,NN,8B3
90740,reprocessed,VVN,reprocess
90741,Backgrounds,NNS,background
90742,:,:,:
90743,Atmosphere,NN,atmosphere
90744,River,NP,River
90745,Mersey,NP,Mersey
90746,with,IN,with
90747,occasional,JJ,occasional
90748,hoot,NN,hoot
90749,from,IN,from
90750,boat,NN,boat
90751,Technical,JJ,technical
90752,note,NN,note
90753,for,IN,for
90754,use,NN,use
90755,at,IN,at
90756,low,JJ,low
90757,Backgrounds,NNS,background
90758,:,:,:
90759,Atmosphere,NN,atmosphere
90760,Small,NP,Small
90761,Town,NP,Town
90762,summer,NN,summer
90763,birds,NNS,bird
90764,distant,JJ,distant
90765,traffic,NN,traffic
90766,and,CC,and
90767,some,DT,some
90768,speech,NN,speech
90769,Technical,JJ,technical
90770,note,NN,note
90771,for,IN,for
90772,use,NN,use
90773,at,IN,at
90774,low,JJ,low
90775,level,NN,level
90776,Background,NN,background
90777,:,:,:
90778,Suburban,NP,Suburban
90779,Garden,NP,Garden
90780,night,NN,night
90781,distant,JJ,distant
90782,traffic,NN,traffic
90783,occasional,JJ,occasional
90784,speech,NN,speech
90785,no,DT,no
90786,birdsong,NN,birdsong
90787,Technical,JJ,technical
90788,note,NN,note
90789,for,IN,for
90790,use,NN,use
90791,at,IN,at
90792,low,JJ,low
90793,level,NN,level
90794,Hot,NP,Hot
90795,Air,NP,Air
90796,Ballooning,NN,ballooning
90797,balloon,NN,balloon
90798,descends,VVZ,descend
90799,burners,NNS,burner
90800,get,VV,get
90801,fainter,JJR,faint
90802,&,CC,&
90803,shorter,JJR,short
90804,lands,NNS,land
90805,with,IN,with
90806,a,DT,a
90807,bump,NN,bump
90808,Hot,NP,Hot
90809,Air,NP,Air
90810,Ballooning,NN,ballooning
90811,burners,NNS,burner
90812,&,CC,&
90813,pilot,NN,pilot
90814,light,NN,light
90815,Recorded,VVN,record
90816,from,IN,from
90817,ground,NN,ground
90818,outside,IN,outside
90819,balloon,NN,balloon
90820,Hot,NP,Hot
90821,Air,NP,Air
90822,Ballooning,NN,ballooning
90823,fan,NN,fan
90824,filling,VVG,fill
90825,balloon,NN,balloon
90826,with,IN,with
90827,air,NN,air
90828,on,IN,on
90829,ground,NN,ground
90830,burners,NNS,burner
90831,join,VVP,join
90832,in,IN,in
90833,fan,NN,fan
90834,stops,NNS,stop
90835,Hot,NP,Hot
90836,Air,NP,Air
90837,Ballooning,NN,ballooning
90838,take,VV,take
90839,off,RP,off
90840,&,CC,&
90841,constant,JJ,constant
90842,run,NN,run
90843,with,IN,with
90844,burners,NNS,burner
90845,pilot,NN,pilot
90846,light,NN,light
90847,&,CC,&
90848,some,DT,some
90849,clinks,NNS,clink
90850,of,IN,of
90851,equipment,NN,equipment
90852,Recorded,VVN,record
90853,from,IN,from
90854,basket,NN,basket
90855,Mighty,JJ,mighty
90856,balloon,NN,balloon
90857,bursts,NNS,burst
90858,-,NN,-
90859,1967,CD,@card@
90860,7D,NNS,7D
90861,reprocessed,VVN,reprocess
90862,Bank,NP,Bank
90863,-,NP,-
90864,Alesund,NP,Alesund
90865,Bank,NP,Bank
90866,-,NP,-
90867,Alexandria,NP,Alexandria
90868,Egypt,NP,Egypt
90869,Bank,NP,Bank
90870,Asuncion,NP,Asuncion
90871,Paraguay,NP,Paraguay
90872,with,IN,with
90873,lots,NNS,lot
90874,of,IN,of
90875,telephones,NNS,telephone
90876,some,DT,some
90877,distinct,JJ,distinct
90878,speech,NN,speech
90879,footsteps,NNS,footstep
90880,bustle,VVP,bustle
90881,some,DT,some
90882,bangs,NNS,bang
90883,Bank,NP,Bank
90884,Budapest,NP,Budapest
90885,fairly,RB,fairly
90886,busy,JJ,busy
90887,with,IN,with
90888,distinct,JJ,distinct
90889,speech,NN,speech
90890,bangs,NNS,bang
90891,of,IN,of
90892,document,NN,document
90893,stamping,VVG,stamp
90894,print-out,NN,print-out
90895,noises,VVZ,noise
90896,phones,NNS,phone
90897,and,CC,and
90898,faint,JJ,faint
90899,exterior,JJ,exterior
90900,traffic,NN,traffic
90901,Bank,NP,Bank
90902,Cracow,NP,Cracow
90903,-,NN,-
90904,with,IN,with
90905,speech,NN,speech
90906,footsteps,NNS,footstep
90907,phones,NNS,phone
90908,stamping,VVG,stamp
90909,of,IN,of
90910,documents,NNS,document
90911,and,CC,and
90912,till,IN,till
90913,noise,NN,noise
90914,City,NP,City
90915,bank,NN,bank
90916,computer,NN,computer
90917,&,CC,&
90918,teleprinter,NN,teleprinter
90919,room,NN,room
90920,rec,NN,rec
90921,1986,CD,@card@
90922,Quiet,JJ,quiet
90923,atmosphere,NN,atmosphere
90924,in,IN,in
90925,a,DT,a
90926,bank,NN,bank
90927,traffic,NN,traffic
90928,noise,NN,noise
90929,increases,NNS,increase
90930,when,WRB,when
90931,door,NN,door
90932,opens,VVZ,open
90933,-,JJ,-
90934,1981,CD,@card@
90935,1C12,JJ,1C12
90936,reprocesses,NNS,reprocesses
90937,The,DT,the
90938,First,NP,First
90939,National,NP,National
90940,Bank,NP,Bank
90941,main,JJ,main
90942,customer,NN,customer
90943,area,NN,area
90944,Barman,NN,barman
90945,wiping,VVG,wipe
90946,bar,NN,bar
90947,close,NN,close
90948,perspective,NN,perspective
90949,Bar,NP,Bar
90950,Abaliget,NP,Abaliget
90951,village,NN,village
90952,in,IN,in
90953,southern,JJ,southern
90954,Hungary,NP,Hungary
90955,with,IN,with
90956,animated,JJ,animated
90957,chat,NN,chat
90958,including,VVG,include
90959,children,NNS,child
90960,radio,NN,radio
90961,clinks,VVZ,clink
90962,some,DT,some
90963,exterior,JJ,exterior
90964,traffic,NN,traffic
90965,noise,NN,noise
90966,Beer,NN,beer
90967,hall,NN,hall
90968,Prague,NP,Prague
90969,noisy,JJ,noisy
90970,rough,JJ,rough
90971,and,CC,and
90972,animated,JJ,animated
90973,Tijuana,NP,Tijuana
90974,:,:,:
90975,Bar,NN,bar
90976,atmosphere,NN,atmosphere
90977,Wimbledon,NP,Wimbledon
90978,1997,CD,@card@
90979,-,NN,-
90980,Outdoor,JJ,outdoor
90981,Bar,NP,Bar
90982,-,NN,-
90983,crowds,VVZ,crowd
90984,distant,JJ,distant
90985,commentary,NN,commentary
90986,recorded,VVN,record
90987,on,IN,on
90988,the,DT,the
90989,tea,NN,tea
90990,lawn,NN,lawn
90991,Wimbledon,NP,Wimbledon
90992,1997,CD,@card@
90993,-,NN,-
90994,Pimms,NP,Pimms
90995,tent,NN,tent
90996,general,JJ,general
90997,atmosphere,NN,atmosphere
90998,Bar,NP,Bar
90999,-,NP,-
91000,Ammassalik,NP,Ammassalik
91001,Bar,NP,Bar
91002,-,NP,-
91003,Nuuk,NP,Nuuk
91004,West,NP,West
91005,Greenland,NP,Greenland
91006,Thermal,JJ,thermal
91007,baths,NNS,bath
91008,Thermal,JJ,thermal
91009,Hotel,NP,Hotel
91010,St,NP,St
91011,Margarets,NPS,Margaret
91012,Island,NP,Island
91013,with,IN,with
91014,splashes,NNS,splash
91015,some,DT,some
91016,indistinct,JJ,indistinct
91017,speech,NN,speech
91018,hum,NN,hum
91019,from,IN,from
91020,heater,NN,heater
91021,Actuality,NN,actuality
91022,of,IN,of
91023,air,NN,air
91024,battle,NN,battle
91025,planes,NNS,plane
91026,diving,VVG,dive
91027,and,CC,and
91028,zooming,VVG,zoom
91029,gunfire,NN,gunfire
91030,German,JJ,German
91031,film,NN,film
91032,-,NN,-
91033,1975,CD,@card@
91034,500J,NP,500J
91035,Dive,NN,dive
91036,bomber,NN,bomber
91037,attack,NN,attack
91038,with,IN,with
91039,pom,NN,pom
91040,pom,NN,pom
91041,guns,NNS,gun
91042,bombs,NNS,bomb
91043,and,CC,and
91044,machine,NN,machine
91045,guns,NNS,gun
91046,-,NN,-
91047,1975,CD,@card@
91048,500K,NN,500K
91049,Massed,VVN,mass
91050,formations,NNS,formation
91051,of,IN,of
91052,German,JJ,German
91053,bombers,NNS,bomber
91054,fighters,NNS,fighter
91055,World,NP,World
91056,War,NP,War
91057,II,NP,II
91058,actuality,NN,actuality
91059,rec,NN,rec
91060,Kent,NP,Kent
91061,/,SYM,/
91062,Sussex,NP,Sussex
91063,border,NN,border
91064,1975,CD,@card@
91065,500K,NN,500K
91066,Beach,NP,Beach
91067,:,:,:
91068,Children,NNS,child
91069,paddling,VVG,paddle
91070,and,CC,and
91071,shouting,VVG,shout
91072,at,IN,at
91073,water,NN,water
91074,s,NN,S
91075,edge,NN,edge
91076,seawash,NN,seawash
91077,Beach,NP,Beach
91078,:,:,:
91079,Crowded,VVN,crowd
91080,Children,NNS,child
91081,playing,VVG,play
91082,seawash,NN,seawash
91083,and,CC,and
91084,occasional,JJ,occasional
91085,dog,NN,dog
91086,bark,NN,bark
91087,Belgium,NP,Belgium
91088,:,:,:
91089,Busy,JJ,busy
91090,Post,NP,Post
91091,Office,NP,Office
91092,atmosphere,NN,atmosphere
91093,interior,NN,interior
91094,Belgium,NP,Belgium
91095,:,:,:
91096,Cafe,NN,cafe
91097,interior,NN,interior
91098,indistinct,JJ,indistinct
91099,radio,NN,radio
91100,in,IN,in
91101,background,NN,background
91102,Belgium,NP,Belgium
91103,:,:,:
91104,Fifty,CD,fifty
91105,junior,JJ,junior
91106,school,NN,school
91107,pupils,NNS,pupil
91108,in,IN,in
91109,playground,NN,playground
91110,Belgium,NP,Belgium
91111,:,:,:
91112,Quiet,JJ,quiet
91113,shop,NN,shop
91114,atmosphere,NN,atmosphere
91115,interior,NN,interior
91116,no,DT,no
91117,cash,NN,cash
91118,register,NN,register
91119,Belgium,NP,Belgium
91120,:,:,:
91121,Restaurant,NN,restaurant
91122,atmosphere,NN,atmosphere
91123,Belgium,NP,Belgium
91124,:,:,:
91125,Side,NP,Side
91126,Street,NP,Street
91127,atmosphere,NN,atmosphere
91128,predominantly,RB,predominantly
91129,diesel,JJ,diesel
91130,traffic,NN,traffic
91131,Iona,NP,Iona
91132,Abbey,NP,Abbey
91133,s,NN,S
91134,tenor,NN,tenor
91135,bell,NN,bell
91136,ringing,NN,ringing
91137,Prinknash,NP,Prinknash
91138,Abbey,NP,Abbey
91139,bells,NNS,bell
91140,round,NN,round
91141,on,IN,on
91142,8,CD,@card@
91143,bells,NNS,bell
91144,with,IN,with
91145,start,NN,start
91146,and,CC,and
91147,stop,VV,stop
91148,close,JJ,close
91149,perspective,NN,perspective
91150,-,NN,-
91151,1984,CD,@card@
91152,7M2,NP,7M2
91153,reprocessed,VVN,reprocess
91154,Church,NP,Church
91155,Bells,NPS,Bells
91156,:,:,:
91157,Westminster,NP,Westminster
91158,Abbey,NP,Abbey
91159,from,IN,from
91160,Deans,NP,Deans
91161,Yard,NP,Yard
91162,birds,NNS,bird
91163,movement,NN,movement
91164,and,CC,and
91165,traffic,NN,traffic
91166,Church,NP,Church
91167,Bells,NPS,Bells
91168,:,:,:
91169,Westminster,NP,Westminster
91170,Abbey,NP,Abbey
91171,from,IN,from
91172,Deans,NP,Deans
91173,Yard,NP,Yard
91174,with,IN,with
91175,birds,NNS,bird
91176,Church,NP,Church
91177,Bells,NPS,Bells
91178,:,:,:
91179,Westminster,NP,Westminster
91180,Abbey,NP,Abbey
91181,from,IN,from
91182,roof,NN,roof
91183,pealing,VVG,peal
91184,stops,NNS,stop
91185,distant,JJ,distant
91186,traffic,NN,traffic
91187,Westminster,NP,Westminster
91188,Abbey,NP,Abbey
91189,bells,NNS,bell
91190,from,IN,from
91191,Dean,NP,Dean
91192,s,NN,S
91193,Yard,NP,Yard
91194,some,DT,some
91195,birds,NNS,bird
91196,movement,NN,movement
91197,and,CC,and
91198,traffic,NN,traffic
91199,-,NN,-
91200,1972,CD,@card@
91201,2B2,JJ,2B2
91202,reprocessed,VVN,reprocess
91203,Westminster,NP,Westminster
91204,Abbey,NP,Abbey
91205,bells,NNS,bell
91206,from,IN,from
91207,Dean,NP,Dean
91208,s,NN,S
91209,Yard,NP,Yard
91210,some,DT,some
91211,birds,NNS,bird
91212,movement,NN,movement
91213,and,CC,and
91214,traffic,NN,traffic
91215,-,NN,-
91216,1972,CD,@card@
91217,2B2,JJ,2B2
91218,reprocessed,VVN,reprocess
91219,Westminster,NP,Westminster
91220,Abbey,NP,Abbey
91221,bells,NNS,bell
91222,from,IN,from
91223,roof,NN,roof
91224,peals,NNS,peal
91225,with,IN,with
91226,distant,JJ,distant
91227,traffic,NN,traffic
91228,pealing,VVG,peal
91229,ends,NNS,end
91230,-,JJ,-
91231,1972,CD,@card@
91232,2B2,JJ,2B2
91233,reprocessed,VVN,reprocess
91234,Interior,JJ,interior
91235,mill,NN,mill
91236,starts,VVZ,start
91237,up,RP,up
91238,-,NN,-
91239,grinds,VVZ,grind
91240,grain,NN,grain
91241,with,IN,with
91242,breast,NN,breast
91243,&,CC,&
91244,tail,NN,tail
91245,stones,NNS,stone
91246,warning,VVG,warn
91247,bell,NN,bell
91248,at,IN,at
91249,2,CD,@card@
91250,36,CD,@card@
91251,grain,NN,grain
91252,running,VVG,run
91253,out,RP,out
91254,mill,NN,mill
91255,stops,NNS,stop
91256,Evening,NN,evening
91257,prayers,NNS,prayer
91258,end,NN,end
91259,of,IN,of
91260,ceremony,NN,ceremony
91261,-,NN,-
91262,animated,VVD,animate
91263,chanting,VVG,chant
91264,4,CD,@card@
91265,08,CD,@card@
91266,chanting,VVG,chant
91267,stops,NNS,stop
91268,bells,NNS,bell
91269,and,CC,and
91270,then,RB,then
91271,leader,NN,leader
91272,solo,NN,solo
91273,some,DT,some
91274,noise,NN,noise
91275,from,IN,from
91276,child,NN,child
91277,Nichiren,NP,Nichiren
91278,Shoshu,NP,Shoshu
91279,-,NN,-
91280,evening,NN,evening
91281,prayers,NNS,prayer
91282,beginning,VVG,begin
91283,of,IN,of
91284,ceremony,NN,ceremony
91285,-,NN,-
91286,chanting,VVG,chant
91287,with,IN,with
91288,noise,NN,noise
91289,of,IN,of
91290,beads,NNS,bead
91291,and,CC,and
91292,bells,VVZ,bell
91293,2,CD,@card@
91294,09,CD,@card@
91295,chanting,VVG,chant
91296,pauses,NNS,pause
91297,bells,VVZ,bell
91298,2,CD,@card@
91299,43,CD,@card@
91300,chanting,VVG,chant
91301,starts,NNS,start
91302,again,RB,again
91303,in,IN,in
91304,different,JJ,different
91305,rhythm,NN,rhythm
91306,3,CD,@card@
91307,59,CD,@card@
91308,bells,NNS,bell
91309,Atmosphere,NN,atmosphere
91310,before,IN,before
91311,service,NN,service
91312,Westminster,NP,Westminster
91313,Cathedral,NP,Cathedral
91314,bell,NN,bell
91315,tolls,NNS,toll
91316,and,CC,and
91317,congregation,NN,congregation
91318,gather,NN,gather
91319,for,IN,for
91320,service,NN,service
91321,Bells,NNS,bell
91322,for,IN,for
91323,Easter,NP,Easter
91324,Sunday,NP,Sunday
91325,service,NN,service
91326,Lichfield,NP,Lichfield
91327,Cathedral,NP,Cathedral
91328,-,NN,-
91329,some,DT,some
91330,passing,VVG,pass
91331,footsteps,NNS,footstep
91332,Canterbury,NP,Canterbury
91333,Cathedral,NP,Cathedral
91334,bells,VVZ,bell
91335,exterior,JJ,exterior
91336,ringing,NN,ringing
91337,starts,VVZ,start
91338,rounds,NNS,round
91339,Grandsire,NN,grandsire
91340,Cinques,NNS,cinque
91341,rounds,NNS,round
91342,ringing,VVG,ring
91343,stops,NNS,stop
91344,recorded,VVN,record
91345,from,IN,from
91346,top,NN,top
91347,of,IN,of
91348,Bell,NP,Bell
91349,Harry,NP,Harry
91350,tower,NN,tower
91351,-,NN,-
91352,1981,CD,@card@
91353,2B5,NN,2B5
91354,reprocessed,VVN,reprocess
91355,Canterbury,NP,Canterbury
91356,Cathedral,NP,Cathedral
91357,bells,VVZ,bell
91358,interior,JJ,interior
91359,ringing,NN,ringing
91360,starts,VVZ,start
91361,rounds,NNS,round
91362,Grandsire,NN,grandsire
91363,Cinques,NNS,cinque
91364,rounds,NNS,round
91365,ringing,VVG,ring
91366,stops,NNS,stop
91367,recorded,VVN,record
91368,in,IN,in
91369,roof,NN,roof
91370,void,NN,void
91371,above,IN,above
91372,nave,NN,nave
91373,-,NN,-
91374,1981,CD,@card@
91375,2B5,NN,2B5
91376,reprocessed,VVN,reprocess
91377,Cathedral,NP,Cathedral
91378,bell,NN,bell
91379,strikes,VVZ,strike
91380,5,CD,@card@
91381,Odense,NP,Odense
91382,cathedral,NN,cathedral
91383,bells,NNS,bell
91384,carillon,VVP,carillon
91385,Odense,NP,Odense
91386,cathedral,NN,cathedral
91387,bells,NNS,bell
91388,chime,NN,chime
91389,and,CC,and
91390,run-down,JJ,run-down
91391,St,NP,St
91392,Paul,NP,Paul
91393,s,JJ,s
91394,Cathedral,NP,Cathedral
91395,bells,NNS,bell
91396,5,CD,@card@
91397,minutes,NNS,minute
91398,bell,NN,bell
91399,-,NN,-
91400,1972,CD,@card@
91401,2B1,JJ,2B1
91402,reprocessed,VVN,reprocess
91403,St,NP,St
91404,Paul,NP,Paul
91405,s,NN,S
91406,Cathedral,NN,cathedral
91407,bells,NNS,bell
91408,on,IN,on
91409,occasion,NN,occasion
91410,of,IN,of
91411,HRH,NP,HRH
91412,Prince,NP,Prince
91413,of,IN,of
91414,Wales,NP,Wales
91415,wedding,NN,wedding
91416,-,NN,-
91417,1981,CD,@card@
91418,2B6,NN,2B6
91419,reprocessed,VVN,reprocess
91420,St,NP,St
91421,Paul,NP,Paul
91422,s,NN,S
91423,Cathedral,NN,cathedral
91424,bells,NNS,bell
91425,pealing,VVG,peal
91426,ends,NNS,end
91427,-,JJ,-
91428,1972,CD,@card@
91429,2B1,JJ,2B1
91430,reprocessed,VVN,reprocess
91431,St,NP,St
91432,Paul,NP,Paul
91433,s,NN,S
91434,Cathedral,NN,cathedral
91435,bells,NNS,bell
91436,pealing,VVG,peal
91437,with,IN,with
91438,distant,JJ,distant
91439,traffic,NN,traffic
91440,-,NN,-
91441,1972,CD,@card@
91442,2B1,JJ,2B1
91443,reprocessed,VVN,reprocess
91444,St,NP,St
91445,Albans,NP,Albans
91446,Catherdral,NP,Catherdral
91447,-,NP,-
91448,1,CD,@card@
91449,/,SYM,/
91450,4,CD,@card@
91451,hour,NN,hour
91452,St,NP,St
91453,Albans,NP,Albans
91454,Catherdral,NP,Catherdral
91455,-,NN,-
91456,bell,NN,bell
91457,strikes,VVZ,strike
91458,8,CD,@card@
91459,Stockholm,NP,Stockholm
91460,Cathedral,NP,Cathedral
91461,Storkyrkan,NP,Storkyrkan
91462,-,NN,-
91463,internal,JJ,internal
91464,St,NP,St
91465,Philip,NP,Philip
91466,s,NN,S
91467,Cathedral,NP,Cathedral
91468,Birmingham,NP,Birmingham
91469,-,NN,-
91470,ringing,NN,ringing
91471,Canterbury,NP,Canterbury
91472,Cathedral,NP,Cathedral
91473,Bells,NPS,Bells
91474,:,:,:
91475,Exterior,NP,Exterior
91476,ringing,NN,ringing
91477,starts,VVZ,start
