,word,pos,lemma
91478,rounds,NNS,round
91479,Grandsire,NN,grandsire
91480,Cinques,NNS,cinque
91481,rounds,NNS,round
91482,ringing,VVG,ring
91483,stops,NNS,stop
91484,Recorded,VVN,record
91485,from,IN,from
91486,top,NN,top
91487,of,IN,of
91488,Bell,NP,Bell
91489,Harry,NP,Harry
91490,tower,NN,tower
91491,Canterbury,NP,Canterbury
91492,Cathedral,NP,Cathedral
91493,Bells,NPS,Bells
91494,:,:,:
91495,Interior,JJ,interior
91496,ringing,NN,ringing
91497,starts,VVZ,start
91498,rounds,NNS,round
91499,Grandsire,NN,grandsire
91500,Cinques,NNS,cinque
91501,rounds,NNS,round
91502,ringing,VVG,ring
91503,stops,NNS,stop
91504,Recorded,VVN,record
91505,in,IN,in
91506,roof,NN,roof
91507,void,NN,void
91508,above,IN,above
91509,nave,NN,nave
91510,10,CD,@card@
91511,bells,NNS,bell
91512,ringing,VVG,ring
91513,Lichfield,NP,Lichfield
91514,Cathedral,NP,Cathedral
91515,Church,NP,Church
91516,Bells,NPS,Bells
91517,:,:,:
91518,Single,JJ,single
91519,bell,NN,bell
91520,ringing,VVG,ring
91521,Notre,NP,Notre
91522,Dame,NP,Dame
91523,Paris,NP,Paris
91524,Church,NP,Church
91525,Bells,NPS,Bells
91526,:,:,:
91527,St,NP,St
91528,Pauls,NPS,Paul
91529,bells,NNS,bell
91530,pealing,VVG,peal
91531,finishes,NNS,finish
91532,Church,NP,Church
91533,Bells,NPS,Bells
91534,:,:,:
91535,St,NP,St
91536,Pauls,NPS,Paul
91537,five,CD,five
91538,minute,NN,minute
91539,bell,NN,bell
91540,Church,NP,Church
91541,Bells,NPS,Bells
91542,:,:,:
91543,St,NP,St
91544,Pauls,NPS,Paul
91545,some,DT,some
91546,distant,JJ,distant
91547,traffic,NN,traffic
91548,Winchester,NP,Winchester
91549,Cathedral,NP,Cathedral
91550,12,CD,@card@
91551,bells,NNS,bell
91552,ringing,VVG,ring
91553,Worcester,NP,Worcester
91554,Cathedral,NP,Cathedral
91555,Angelus,NN,angelus
91556,with,IN,with
91557,outdoor,JJ,outdoor
91558,atmosphere,NN,atmosphere
91559,-,NN,-
91560,1966,CD,@card@
91561,91D,NNS,91D
91562,reprocessed,VVN,reprocess
91563,Church,NP,Church
91564,Bells,NPS,Bells
91565,:,:,:
91566,3,CD,@card@
91567,bells,NNS,bell
91568,at,IN,at
91569,random,JJ,random
91570,Pre-Reformation,NN,Pre-Reformation
91571,style,NN,style
91572,from,IN,from
91573,church,NN,church
91574,interior,NN,interior
91575,with,IN,with
91576,feet,NNS,foot
91577,and,CC,and
91578,rope,NN,rope
91579,St,NP,St
91580,Andrew,NP,Andrew
91581,s,NN,S
91582,Toft,NP,Toft
91583,Cambs,NP,Cambs
91584,Church,NP,Church
91585,Bells,NPS,Bells
91586,:,:,:
91587,3,CD,@card@
91588,bells,NNS,bell
91589,at,IN,at
91590,random,JJ,random
91591,Pre-Reformation,NN,Pre-Reformation
91592,style,NN,style
91593,from,IN,from
91594,outside,JJ,outside
91595,church,NN,church
91596,St,NP,St
91597,Andrew,NP,Andrew
91598,s,NN,S
91599,Church,NP,Church
91600,Toft,NP,Toft
91601,Cambs,NP,Cambs
91602,Church,NP,Church
91603,Bells,NPS,Bells
91604,:,:,:
91605,5,CD,@card@
91606,bells,NNS,bell
91607,rung,VVN,ring
91608,Rounds,NP,Rounds
91609,&,CC,&
91610,call,VV,call
91611,changes,NNS,change
91612,from,IN,from
91613,exterior,JJ,exterior
91614,Pre,NP,Pre
91615,17th,JJ,17th
91616,C,NP,C
91617,Reformation,NN,reformation
91618,style,NN,style
91619,St,NP,St
91620,Mary,NP,Mary
91621,s,NN,S
91622,&,CC,&
91623,St,NP,St
91624,Andrew,NP,Andrew
91625,s,NN,S
91626,Church,NP,Church
91627,Bells,NPS,Bells
91628,:,:,:
91629,5,CD,@card@
91630,bells,NNS,bell
91631,rung,VVN,ring
91632,Rounds,NP,Rounds
91633,&,CC,&
91634,call,VV,call
91635,changes,NNS,change
91636,from,IN,from
91637,interior,JJ,interior
91638,Pre,NP,Pre
91639,17th,JJ,17th
91640,C,NP,C
91641,Reformation,NN,reformation
91642,style,NN,style
91643,St,NP,St
91644,Mary,NP,Mary
91645,s,NN,S
91646,&,CC,&
91647,St,NP,St
91648,Andrew,NP,Andrew
91649,s,NN,S
91650,Church,NP,Church
91651,Bells,NPS,Bells
91652,:,:,:
91653,5,CD,@card@
91654,bells,NNS,bell
91655,at,IN,at
91656,random,JJ,random
91657,Pre-Reformation,NN,Pre-Reformation
91658,style,NN,style
91659,from,IN,from
91660,interior,JJ,interior
91661,St,NP,St
91662,Mary,NP,Mary
91663,&,CC,&
91664,St,NP,St
91665,Andrew,NP,Andrew
91666,s,NN,S
91667,Whittlesford,NP,Whittlesford
91668,Cambs,NP,Cambs
91669,Church,NP,Church
91670,Bells,NPS,Bells
91671,:,:,:
91672,5,CD,@card@
91673,bells,NNS,bell
91674,at,IN,at
91675,random,JJ,random
91676,Pre-Reformation,NN,Pre-Reformation
91677,style,NN,style
91678,outside,IN,outside
91679,St,NP,St
91680,Mary,NP,Mary
91681,&,CC,&
91682,St,NP,St
91683,Andrew,NP,Andrew
91684,s,NN,S
91685,Whittlesford,NP,Whittlesford
91686,Cambs,NP,Cambs
91687,Church,NP,Church
91688,Bells,NPS,Bells
91689,:,:,:
91690,Aborted,JJ,aborted
91691,Cambridge,NP,Cambridge
91692,Surprise,NP,Surprise
91693,Maximus,NP,Maximus
91694,St,NP,St
91695,Sepulchre,NN,sepulchre
91696,s,NN,S
91697,church,NN,church
91698,High,NP,High
91699,Holborn,NP,Holborn
91700,known,VVN,know
91701,as,IN,as
91702,bells,NNS,bell
91703,of,IN,of
91704,Old,NP,Old
91705,Bailey,NP,Bailey
91706,Church,NP,Church
91707,Bells,NPS,Bells
91708,:,:,:
91709,Bristol,NP,Bristol
91710,Maximus,NP,Maximus
91711,from,IN,from
91712,interior,JJ,interior
91713,St,NP,St
91714,Mary-Le-Bow,NP,Mary-Le-Bow
91715,Church,NP,Church
91716,Bells,NPS,Bells
91717,:,:,:
91718,Cambridge,NP,Cambridge
91719,Maximus,NP,Maximus
91720,from,IN,from
91721,churchyard,NN,churchyard
91722,distant,JJ,distant
91723,traffic,NN,traffic
91724,Incomplete,JJ,incomplete
91725,St,NP,St
91726,Mary,NP,Mary
91727,Le,NP,Le
91728,Bow,NP,Bow
91729,Church,NP,Church
91730,London,NP,London
91731,Church,NP,Church
91732,Bells,NPS,Bells
91733,:,:,:
91734,Incomplete,JJ,incomplete
91735,Cambridge,NP,Cambridge
91736,Surprise,NP,Surprise
91737,Maximus,NP,Maximus
91738,St,NP,St
91739,Sepulchre,NN,sepulchre
91740,s,NN,S
91741,church,NN,church
91742,High,NP,High
91743,Holborn,NP,Holborn
91744,known,VVN,know
91745,as,IN,as
91746,bells,NNS,bell
91747,of,IN,of
91748,Old,NP,Old
91749,Bailey,NP,Bailey
91750,Church,NP,Church
91751,Bells,NPS,Bells
91752,:,:,:
91753,One,CD,one
91754,bell,NN,bell
91755,rung,VVN,ring
91756,St,NP,St
91757,Michael,NP,Michael
91758,s,NN,S
91759,parish,NN,parish
91760,church,NN,church
91761,Mytholmroyd,NP,Mytholmroyd
91762,Church,NP,Church
91763,Bells,NPS,Bells
91764,:,:,:
91765,Seven,CD,seven
91766,bells,NNS,bell
91767,poorly,RB,poorly
91768,rung,VVD,ring
91769,St,NP,St
91770,Michael,NP,Michael
91771,s,NN,S
91772,parish,NN,parish
91773,church,NN,church
91774,Mytholmroyd,NP,Mytholmroyd
91775,Church,NP,Church
91776,Bells,NPS,Bells
91777,:,:,:
91778,Start,VVP,start
91779,Stedman,NP,Stedman
91780,Cinques,NNS,cinque
91781,incomplete,JJ,incomplete
91782,St,NP,St
91783,Mary,NP,Mary
91784,Le,NP,Le
91785,Bow,NP,Bow
91786,Church,NP,Church
91787,London,NP,London
91788,Church,NP,Church
91789,Bells,NPS,Bells
91790,:,:,:
91791,Stedman,NP,Stedman
91792,Cinques,NNS,cinque
91793,finish,VVP,finish
91794,traffic,NN,traffic
91795,and,CC,and
91796,birdsong,NN,birdsong
91797,St,NP,St
91798,Mary,NP,Mary
91799,Le,NP,Le
91800,Bow,NP,Bow
91801,Church,NP,Church
91802,London,NP,London
91803,Church,NP,Church
91804,Bells,NPS,Bells
91805,:,:,:
91806,Tenor,NN,tenor
91807,bell,NN,bell
91808,St,NP,St
91809,Sepulchre,NN,sepulchre
91810,s,NN,S
91811,church,NN,church
91812,High,NP,High
91813,Holborn,NP,Holborn
91814,Public,NP,Public
91815,execution,NN,execution
91816,bell,NN,bell
91817,rung,VVN,ring
91818,authentically,RB,authentically
91819,Exterior,NP,Exterior
91820,-,NN,-
91821,church,NN,church
91822,bells,NNS,bell
91823,in,IN,in
91824,Romania,NP,Romania
91825,three,CD,three
91826,sets,NNS,set
91827,of,IN,of
91828,church,NN,church
91829,bells,NNS,bell
91830,ringing,VVG,ring
91831,in,IN,in
91832,different,JJ,different
91833,perspectives,NNS,perspective
91834,Exterior,NP,Exterior
91835,peal,NN,peal
91836,of,IN,of
91837,8,CD,@card@
91838,bells,NNS,bell
91839,ringing,VVG,ring
91840,ends,NNS,end
91841,with,IN,with
91842,birdsong,NN,birdsong
91843,St,NP,St
91844,Chad,NP,Chad
91845,s,NN,S
91846,Parish,NP,Parish
91847,Church,NP,Church
91848,Rochdale,NP,Rochdale
91849,-,NN,-
91850,1974,CD,@card@
91851,2B3,NN,2B3
91852,reprocessed,VVN,reprocess
91853,Exterior,NP,Exterior
91854,single,JJ,single
91855,bell,NN,bell
91856,telling,VVG,tell
91857,with,IN,with
91858,distant,JJ,distant
91859,traffic,NN,traffic
91860,and,CC,and
91861,birdsong,NN,birdsong
91862,St,NP,St
91863,Chad,NP,Chad
91864,s,NN,S
91865,Parish,NP,Parish
91866,Church,NP,Church
91867,Rochdale,NP,Rochdale
91868,-,NN,-
91869,1974,CD,@card@
91870,2B3,NN,2B3
91871,reprocessed,VVN,reprocess
91872,Interior,JJ,interior
91873,peal,NN,peal
91874,of,IN,of
91875,8,CD,@card@
91876,bells,NNS,bell
91877,ringing,NN,ringing
91878,ends,VVZ,end
91879,St,NP,St
91880,Chad,NP,Chad
91881,s,NN,S
91882,Parish,NP,Parish
91883,Church,NP,Church
91884,Rochdale,NP,Rochdale
91885,-,NN,-
91886,1974,CD,@card@
91887,2B3,NN,2B3
91888,reprocessed,VVN,reprocess
91889,Peal,NN,peal
91890,of,IN,of
91891,8,CD,@card@
91892,bells,NNS,bell
91893,from,IN,from
91894,inside,RB,inside
91895,parch,VV,parch
91896,St,NP,St
91897,Chad,NP,Chad
91898,s,NN,S
91899,Parish,NP,Parish
91900,Church,NP,Church
91901,Rochdale,NP,Rochdale
91902,-,NN,-
91903,1974,CD,@card@
91904,2B3,NN,2B3
91905,reprocessed,VVN,reprocess
91906,St,NP,St
91907,Cuthbert,NP,Cuthbert
91908,s,JJ,s
91909,Edinburgh,NP,Edinburgh
91910,bells,NNS,bell
91911,ringing,NN,ringing
91912,St,NP,St
91913,Michael,NP,Michael
91914,s,NN,S
91915,Church,NP,Church
91916,St,NP,St
91917,Albans,NP,Albans
91918,-,NN,-
91919,bell,NN,bell
91920,strikes,VVZ,strike
91921,9,CD,@card@
91922,St,NP,St
91923,Mary-Le-Bow,NP,Mary-Le-Bow
91924,exterior,JJ,exterior
91925,start,NN,start
91926,incomplete,JJ,incomplete
91927,Stedman,NP,Stedman
91928,Cinques,NNS,cinque
91929,rung,VVN,ring
91930,with,IN,with
91931,heavy,JJ,heavy
91932,traffic,NN,traffic
91933,and,CC,and
91934,birdsong,NN,birdsong
91935,-,NN,-
91936,July,NP,July
91937,1976,CD,@card@
91938,2B4,JJ,2B4
91939,reprocessed,VVN,reprocess
91940,St,NP,St
91941,Mary-Le-Bow,NP,Mary-Le-Bow
91942,exterior,JJ,exterior
91943,Stedman,NP,Stedman
91944,Cinques,NNS,cinque
91945,finish,VVP,finish
91946,with,IN,with
91947,traffic,NN,traffic
91948,and,CC,and
91949,birdsong,NN,birdsong
91950,-,NN,-
91951,July,NP,July
91952,1976,CD,@card@
91953,2B4,JJ,2B4
91954,reprocessed,VVN,reprocess
91955,St,NP,St
91956,Mary-Le-Bow,NP,Mary-Le-Bow
91957,interior,NN,interior
91958,incomplete,JJ,incomplete
91959,Bristol,NP,Bristol
91960,Maximus,NP,Maximus
91961,from,IN,from
91962,interior,NN,interior
91963,of,IN,of
91964,church,NN,church
91965,with,IN,with
91966,distant,JJ,distant
91967,traffic,NN,traffic
91968,-,NN,-
91969,July,NP,July
91970,1976,CD,@card@
91971,2B4,JJ,2B4
91972,reprocessed,VVN,reprocess
91973,St,NP,St
91974,Sepulchre,NN,sepulchre
91975,s,NN,S
91976,Church,NP,Church
91977,High,NP,High
91978,Holborn,NP,Holborn
91979,exterior,JJ,exterior
91980,tenor,NN,tenor
91981,bell,NN,bell
91982,rung,NN,rung
91983,ends,VVZ,end
91984,background,NN,background
91985,traffic,NN,traffic
91986,This,DT,this
91987,was,VBD,be
91988,the,DT,the
91989,bell,NN,bell
91990,rung,VVN,ring
91991,at,IN,at
91992,public,JJ,public
91993,executions,NNS,execution
91994,and,CC,and
91995,rung,VVN,ring
91996,here,RB,here
91997,in,IN,in
91998,an,DT,an
91999,authentic,JJ,authentic
92000,manner,NN,manner
92001,-,NN,-
92002,opposite,IN,opposite
92003,The,DT,the
92004,old,JJ,old
92005,Bailey,NP,Bailey
92006,formerly,RB,formerly
92007,site,NN,site
92008,of,IN,of
92009,Newgate,NP,Newgate
92010,Prison,NN,prison
92011,-,NN,-
92012,1985,CD,@card@
92013,2B9,JJ,2B9
92014,St,NP,St
92015,Sepulchre,NN,sepulchre
92016,s,NN,S
92017,Church,NP,Church
92018,High,NP,High
92019,Holborn,NP,Holborn
92020,exterior,JJ,exterior
92021,tenor,NN,tenor
92022,bell,NN,bell
92023,rung,VVN,ring
92024,with,IN,with
92025,background,NN,background
92026,traffic,NN,traffic
92027,This,DT,this
92028,was,VBD,be
92029,the,DT,the
92030,bell,NN,bell
92031,rung,VVN,ring
92032,at,IN,at
92033,public,JJ,public
92034,executions,NNS,execution
92035,and,CC,and
92036,rung,VVN,ring
92037,here,RB,here
92038,in,IN,in
92039,an,DT,an
92040,authentic,JJ,authentic
92041,manner,NN,manner
92042,-,NN,-
92043,opposite,IN,opposite
92044,The,DT,the
92045,Old,NP,Old
92046,Bailey,NP,Bailey
92047,formerly,RB,formerly
92048,site,NN,site
92049,of,IN,of
92050,Newgate,NP,Newgate
92051,Prison,NN,prison
92052,-,NN,-
92053,1985,CD,@card@
92054,2B9,JJ,2B9
92055,St,NP,St
92056,Sepulchre,NN,sepulchre
92057,s,NN,S
92058,Church,NP,Church
92059,High,NP,High
92060,Holborn,NP,Holborn
92061,known,VVN,know
92062,as,IN,as
92063,bells,NNS,bell
92064,of,IN,of
92065,Old,NP,Old
92066,Bailey,NP,Bailey
92067,exterior,NN,exterior
92068,aborted,VVN,abort
92069,Cambridge,NP,Cambridge
92070,Surprise,NP,Surprise
92071,maximus,NN,maximus
92072,ends,VVZ,end
92073,-,JJ,-
92074,1985,CD,@card@
92075,2B9,JJ,2B9
92076,reprocessed,VVN,reprocess
92077,St,NP,St
92078,Sepulchre,NN,sepulchre
92079,s,NN,S
92080,Church,NP,Church
92081,High,NP,High
92082,Holborn,NP,Holborn
92083,known,VVN,know
92084,as,IN,as
92085,bells,NNS,bell
92086,of,IN,of
92087,Old,NP,Old
92088,Bailey,NP,Bailey
92089,exterior,JJ,exterior
92090,incomplete,JJ,incomplete
92091,Cambridge,NP,Cambridge
92092,Surprise,NP,Surprise
92093,Maximus,NP,Maximus
92094,-,NN,-
92095,1985,CD,@card@
92096,2B9,NN,2B9
92097,reprocessed,VVN,reprocess
92098,Interior,NN,interior
92099,5,CD,@card@
92100,bells,NNS,bell
92101,rung,VVN,ring
92102,at,IN,at
92103,random,JJ,random
92104,in,IN,in
92105,Pre-Reformation,NN,Pre-Reformation
92106,style,NN,style
92107,St,NP,St
92108,Mary,NP,Mary
92109,and,CC,and
92110,St,NP,St
92111,Andrew,NP,Andrew
92112,s,NN,S
92113,Church,NP,Church
92114,Whittlesford,NP,Whittlesford
92115,Cambs,NP,Cambs
92116,-,NN,-
92117,1982,CD,@card@
92118,2B7,JJ,2B7
92119,reprocessed,VVN,reprocess
92120,Exterior,NP,Exterior
92121,5,CD,@card@
92122,bells,NNS,bell
92123,rung,VVN,ring
92124,in,IN,in
92125,the,DT,the
92126,style,NN,style
92127,used,VVN,use
92128,from,IN,from
92129,the,DT,the
92130,Reformation,NN,reformation
92131,until,IN,until
92132,about,RB,about
92133,the,DT,the
92134,17th,JJ,17th
92135,Century,NP,Century
92136,-,NN,-
92137,rounds,NNS,round
92138,and,CC,and
92139,call,NN,call
92140,changes,NNS,change
92141,recorded,VVN,record
92142,outside,IN,outside
92143,church,NN,church
92144,St,NP,St
92145,Mary,NP,Mary
92146,and,CC,and
92147,St,NP,St
92148,Andrew,NP,Andrew
92149,s,NN,S
92150,Church,NP,Church
92151,Whittlesford,NP,Whittlesford
92152,Cambs,NP,Cambs
92153,-,NN,-
92154,1982,CD,@card@
92155,2B8,NN,2B8
92156,reprocessed,VVN,reprocess
92157,Interior,NN,interior
92158,5,CD,@card@
92159,bells,NNS,bell
92160,rung,VVN,ring
92161,in,IN,in
92162,the,DT,the
92163,style,NN,style
92164,used,VVN,use
92165,from,IN,from
92166,the,DT,the
92167,Reformation,NN,reformation
92168,until,IN,until
92169,about,RB,about
92170,the,DT,the
92171,17th,JJ,17th
92172,Century,NP,Century
92173,-,NN,-
92174,rounds,NNS,round
92175,and,CC,and
92176,call,NN,call
92177,changes,NNS,change
92178,from,IN,from
92179,interior,NN,interior
92180,of,IN,of
92181,church,NN,church
92182,St,NP,St
92183,Mary,NP,Mary
92184,and,CC,and
92185,St,NP,St
92186,Andrew,NP,Andrew
92187,s,NN,S
92188,Church,NP,Church
92189,Whittlesford,NP,Whittlesford
92190,Cambs,NP,Cambs
92191,-,NN,-
92192,1982,CD,@card@
92193,2B8,NN,2B8
92194,reprocessed,VVN,reprocess
92195,Church,NP,Church
92196,Bells,NPS,Bells
92197,:,:,:
92198,Inside,IN,inside
92199,Porch,NP,Porch
92200,St,NP,St
92201,Chads,NPS,Chad
92202,Parish,NP,Parish
92203,Church,NP,Church
92204,Rochdale,NP,Rochdale
92205,Church,NP,Church
92206,Bells,NPS,Bells
92207,:,:,:
92208,Inside,IN,inside
92209,St,NP,St
92210,Chads,NPS,Chad
92211,Parish,NP,Parish
92212,Church,NP,Church
92213,Rochdale,NP,Rochdale
92214,Church,NP,Church
92215,Bells,NPS,Bells
92216,:,:,:
92217,Outside,IN,outside
92218,St,NP,St
92219,Chad,NP,Chad
92220,s,NN,S
92221,Parish,NP,Parish
92222,Church,NP,Church
92223,Rochdale,NP,Rochdale
92224,Church,NP,Church
92225,Bells,NPS,Bells
92226,:,:,:
92227,Outside,IN,outside
92228,St,NP,St
92229,Chads,NPS,Chad
92230,Parish,NP,Parish
92231,Church,NP,Church
92232,Rochdale,NP,Rochdale
92233,Country,NN,country
92234,market,NN,market
92235,Paprika,NN,paprika
92236,small,JJ,small
92237,town,NN,town
92238,on,IN,on
92239,banks,NNS,bank
92240,of,IN,of
92241,Essequibo,NP,Essequibo
92242,river,NN,river
92243,busy,JJ,busy
92244,with,IN,with
92245,cries,NNS,cry
92246,from,IN,from
92247,hawkers,NNS,hawker
92248,and,CC,and
92249,bells,NNS,bell
92250,Train,NN,train
92251,station,NN,station
92252,Pecs,NP,Pecs
92253,forecourt,NN,forecourt
92254,with,IN,with
92255,indistinct,JJ,indistinct
92256,PA,NN,pa
92257,announcements,NNS,announcement
92258,and,CC,and
92259,bells,NNS,bell
92260,speech,NN,speech
92261,footsteps,NNS,footstep
92262,and,CC,and
92263,occasional,JJ,occasional
92264,train,NN,train
92265,noise,NN,noise
92266,Benares,NNS,Benares
92267,:,:,:
92268,Bathing,VVG,bath
92269,ghats,NNS,ghat
92270,atmosphere,NN,atmosphere
92271,with,IN,with
92272,splashes,NNS,splash
92273,&,CC,&
92274,shouts,NNS,shout
92275,with,IN,with
92276,distant,JJ,distant
92277,bell,NN,bell
92278,Calcutta,NP,Calcutta
92279,:,:,:
92280,City,NN,city
92281,street,NN,street
92282,with,IN,with
92283,traffic,NN,traffic
92284,rickshaws,NNS,rickshaw
92285,buses,NNS,bus
92286,cars,NNS,car
92287,etc,NN,etc
92288,footsteps,NNS,footstep
92289,bells,VVZ,bell
92290,some,DT,some
92291,distinct,JJ,distinct
92292,speech,NN,speech
92293,Old,NP,Old
92294,Delhi,NP,Delhi
92295,:,:,:
92296,Chandni,NP,Chandni
92297,Chowk,NP,Chowk
92298,heavy,JJ,heavy
92299,traffic,NN,traffic
92300,rickshaws,NNS,rickshaw
92301,&,CC,&
92302,cars,NNS,car
92303,vendors,NNS,vendor
92304,some,DT,some
92305,distinct,JJ,distinct
92306,speech,NN,speech
92307,Lutine,NP,Lutine
92308,bell,NN,bell
92309,rung,VVD,ring
92310,eight,CD,eight
92311,times,NNS,time
92312,-,JJ,-
92313,Dec,NP,Dec
92314,1984,CD,@card@
92315,2L1,JJ,2L1
92316,reprocessed,VVN,reprocess
92317,Lutine,NP,Lutine
92318,bell,NN,bell
92319,rung,VVD,ring
92320,twice,RB,twice
92321,-,JJ,-
92322,Dec,NP,Dec
92323,1984,CD,@card@
92324,2L1,JJ,2L1
92325,reprocessed,VVN,reprocess
92326,Monks,NNS,monk
92327,sit,VVP,sit
92328,down,RB,down
92329,silence,VV,silence
92330,bell,NN,bell
92331,rung,NN,rung
92332,meal,NN,meal
92333,commences,VVZ,commence
92334,-,JJ,-
92335,1984,CD,@card@
92336,7M1,JJ,7M1
92337,reprocessed,VVN,reprocess
92338,Polo,NP,Polo
92339,warm,JJ,warm
92340,up,RB,up
92341,before,IN,before
92342,match,NN,match
92343,with,IN,with
92344,horses,NNS,horse
92345,hooves,NNS,hoof
92346,ball,NN,ball
92347,being,VBG,be
92348,hit,VVN,hit
92349,some,DT,some
92350,distinct,JJ,distinct
92351,chat,NN,chat
92352,from,IN,from
92353,players,NNS,player
92354,&,CC,&
92355,distant,JJ,distant
92356,traffic,NN,traffic
92357,ends,VVZ,end
92358,with,IN,with
92359,bell,NN,bell
92360,for,IN,for
92361,start,NN,start
92362,of,IN,of
92363,match,NN,match
92364,Greece,NP,Greece
92365,:,:,:
92366,School,NN,school
92367,playground,NN,playground
92368,very,RB,very
92369,noisy,JJ,noisy
92370,with,IN,with
92371,children,NNS,child
92372,shouting,VVG,shout
92373,&,CC,&
92374,playing,VVG,play
92375,distant,JJ,distant
92376,traffic,NN,traffic
92377,bell,NN,bell
92378,rings,NNS,ring
92379,&,CC,&
92380,they,PP,they
92381,go,VVP,go
92382,in,IN,in
92383,Mixed,JJ,mixed
92384,Comprehensive,NP,Comprehensive
92385,School,NP,School
92386,classroom,NN,classroom
92387,atmosphere,NN,atmosphere
92388,at,IN,at
92389,end,NN,end
92390,of,IN,of
92391,5th,JJ,5th
92392,year,NN,year
92393,lesson,NN,lesson
92394,bell,NN,bell
92395,rung,VVD,ring
92396,chairs,NNS,chair
92397,moved,VVD,move
92398,&,CC,&
92399,door,NN,door
92400,banged,VVD,bang
92401,Mixed,JJ,mixed
92402,Comprehensive,NP,Comprehensive
92403,School,NP,School
92404,classroom,NN,classroom
92405,atmosphere,NN,atmosphere
92406,2nd,JJ,2nd
92407,Year,NN,year
92408,Pupils,NNS,pupil
92409,enter,VVP,enter
92410,room,NN,room
92411,settle,VV,settle
92412,down,RP,down
92413,chatter,NN,chatter
92414,&,CC,&
92415,quiet,JJ,quiet
92416,periods,NNS,period
92417,while,IN,while
92418,working,VVG,work
92419,bell,NN,bell
92420,rung,NN,rung
92421,chairs,VVZ,chair
92422,move,NN,move
92423,&,CC,&
92424,door,NN,door
92425,banged,VVD,bang
92426,Primary,JJ,primary
92427,School,NP,School
92428,lunchtime,NN,lunchtime
92429,atmosphere,NN,atmosphere
92430,in,IN,in
92431,school,NN,school
92432,hall,NN,hall
92433,lunchtime,NN,lunchtime
92434,mixed,JJ,mixed
92435,infants,NNS,infant
92436,to,TO,to
92437,11,CD,@card@
92438,year,NN,year
92439,olds,NNS,old
92440,school,NN,school
92441,bell,NN,bell
92442,rung,VVN,ring
92443,at,IN,at
92444,2m34s,JJ,2m34s
92445,Bells,NNS,bell
92446,:,:,:
92447,St,NP,St
92448,Paul,NP,Paul
92449,s,NN,S
92450,Cathedral,NP,Cathedral
92451,H,NP,H
92452,R,NP,R
92453,H,NP,H
92454,Prince,NP,Prince
92455,of,IN,of
92456,Wales,NP,Wales
92457,wedding,VVG,wed
92458,29,CD,@card@
92459,7,CD,@card@
92460,81,CD,@card@
92461,Forecourt,NN,forecourt
92462,Theatre,NP,Theatre
92463,Wiecki,NP,Wiecki
92464,just,RB,just
92465,before,IN,before
92466,performance,NN,performance
92467,-,NN,-
92468,latecomers,NNS,latecomer
92469,rushing,VVG,rush
92470,in,IN,in
92471,echoey,NN,echoey
92472,stone,NN,stone
92473,floor,NN,floor
92474,occ,NN,occ
92475,distinct,JJ,distinct
92476,speech,NN,speech
92477,bell,NN,bell
92478,for,IN,for
92479,start,NN,start
92480,of,IN,of
92481,performance,NN,performance
92482,Bicycle,NP,Bicycle
92483,passes,VVZ,pass
92484,with,IN,with
92485,bell,NN,bell
92486,ringing,NN,ringing
92487,in,IN,in
92488,a,DT,a
92489,side,NN,side
92490,street,NN,street
92491,in,IN,in
92492,Alexandria,NP,Alexandria
92493,Egypt,NP,Egypt
92494,Changchun,NP,Changchun
92495,:,:,:
92496,Street,NP,Street
92497,atmosphere,NN,atmosphere
92498,with,IN,with
92499,traffic,NN,traffic
92500,trolley,NN,trolley
92501,buses,NNS,bus
92502,&,CC,&
92503,bicycles,NNS,bicycle
92504,Datong,NP,Datong
92505,:,:,:
92506,Narrow,JJ,narrow
92507,street,NN,street
92508,with,IN,with
92509,crowds,NNS,crowd
92510,bicycles,NNS,bicycle
92511,&,CC,&
92512,light,JJ,light
92513,traffic,NN,traffic
92514,Heavy,JJ,heavy
92515,traffic,NN,traffic
92516,Cracow,NP,Cracow
92517,with,IN,with
92518,cars,NNS,car
